concessionaria;mes_ano;sentido;praca;tipo_de_cobranca;categoria;tipo_de_veiculo;volume_total;multiplicador_de_tarifa;volume_veiculo_equivalente
"AUTOPISTA FERNÃO DIAS";"01/01/2014";"Decrescente";"3 (Cambuí)";"N/I";"Categoria 7";"Comercial";26547,00;5,00;132735,00
"AUTOPISTA FERNÃO DIAS";"01/01/2014";"Decrescente";"3 (Cambuí)";"N/I";"Categoria 8";"Comercial";30429,00;6,00;182574,00
"AUTOPISTA FERNÃO DIAS";"01/01/2014";"Decrescente";"3 (Cambuí)";"N/I";"Outros";"Comercial";10743,00;6,00;64458,00
"AUTOPISTA FERNÃO DIAS";"01/01/2014";"Decrescente";"3 (Cambuí)";"N/I";"Categoria 9";"Moto";6295,00;0,50;3147,50
"AUTOPISTA FERNÃO DIAS";"01/01/2014";"Decrescente";"3 (Cambuí)";"N/I";"Categoria 1";"Passeio";209049,00;1,00;209049,00
"AUTOPISTA FERNÃO DIAS";"01/01/2014";"Decrescente";"3 (Cambuí)";"N/I";"Categoria 3";"Passeio";1063,00;1,50;1594,50
"AUTOPISTA FERNÃO DIAS";"01/01/2014";"Decrescente";"3 (Cambuí)";"N/I";"Categoria 5";"Passeio";92,00;2,00;184,00
"AUTOPISTA FERNÃO DIAS";"01/01/2014";"Crescente";"4 (São Gonçalo)";"N/I";"Categoria 2";"Comercial";18811,00;2,00;37622,00
"AUTOPISTA FERNÃO DIAS";"01/01/2014";"Crescente";"4 (São Gonçalo)";"N/I";"Categoria 4";"Comercial";42555,00;3,00;127665,00
"AUTOPISTA FERNÃO DIAS";"01/01/2014";"Crescente";"4 (São Gonçalo)";"N/I";"Categoria 6";"Comercial";10998,00;4,00;43992,00
"AUTOPISTA FERNÃO DIAS";"01/01/2014";"Crescente";"4 (São Gonçalo)";"N/I";"Categoria 7";"Comercial";25488,00;5,00;127440,00
"AUTOPISTA FERNÃO DIAS";"01/01/2014";"Crescente";"4 (São Gonçalo)";"N/I";"Categoria 8";"Comercial";34306,00;6,00;205836,00
"AUTOPISTA FERNÃO DIAS";"01/01/2014";"Crescente";"4 (São Gonçalo)";"N/I";"Outros";"Comercial";11685,00;6,00;70110,00
"AUTOPISTA FERNÃO DIAS";"01/01/2014";"Crescente";"4 (São Gonçalo)";"N/I";"Categoria 9";"Moto";3203,00;0,50;1601,50
"AUTOPISTA FERNÃO DIAS";"01/01/2014";"Crescente";"4 (São Gonçalo)";"N/I";"Categoria 1";"Passeio";207518,00;1,00;207518,00
"AUTOPISTA FERNÃO DIAS";"01/01/2014";"Crescente";"4 (São Gonçalo)";"N/I";"Categoria 3";"Passeio";1180,00;1,50;1770,00
"AUTOPISTA FERNÃO DIAS";"01/01/2014";"Crescente";"4 (São Gonçalo)";"N/I";"Categoria 5";"Passeio";114,00;2,00;228,00
"AUTOPISTA FERNÃO DIAS";"01/01/2014";"Decrescente";"4 (São Gonçalo)";"N/I";"Categoria 2";"Comercial";18962,00;2,00;37924,00
"AUTOPISTA FERNÃO DIAS";"01/01/2014";"Decrescente";"4 (São Gonçalo)";"N/I";"Categoria 4";"Comercial";43674,00;3,00;131022,00
"AUTOPISTA FERNÃO DIAS";"01/01/2014";"Decrescente";"4 (São Gonçalo)";"N/I";"Categoria 6";"Comercial";11053,00;4,00;44212,00
"AUTOPISTA FERNÃO DIAS";"01/01/2014";"Decrescente";"4 (São Gonçalo)";"N/I";"Categoria 7";"Comercial";25533,00;5,00;127665,00
"AUTOPISTA FERNÃO DIAS";"01/01/2014";"Decrescente";"4 (São Gonçalo)";"N/I";"Categoria 8";"Comercial";32687,00;6,00;196122,00
"AUTOPISTA FERNÃO DIAS";"01/01/2014";"Decrescente";"4 (São Gonçalo)";"N/I";"Outros";"Comercial";11366,00;6,00;68196,00
"AUTOPISTA FERNÃO DIAS";"01/01/2014";"Decrescente";"4 (São Gonçalo)";"N/I";"Categoria 9";"Moto";2744,00;0,50;1372,00
"AUTOPISTA FERNÃO DIAS";"01/01/2014";"Decrescente";"4 (São Gonçalo)";"N/I";"Categoria 1";"Passeio";154834,00;1,00;154834,00
"AUTOPISTA FERNÃO DIAS";"01/01/2014";"Decrescente";"4 (São Gonçalo)";"N/I";"Categoria 3";"Passeio";1028,00;1,50;1542,00
"AUTOPISTA FERNÃO DIAS";"01/01/2014";"Decrescente";"4 (São Gonçalo)";"N/I";"Categoria 5";"Passeio";99,00;2,00;198,00
"AUTOPISTA FERNÃO DIAS";"01/01/2014";"Crescente";"5 (Carmo da Cachoeira)";"N/I";"Categoria 2";"Comercial";16388,00;2,00;32776,00
"AUTOPISTA FERNÃO DIAS";"01/01/2014";"Crescente";"5 (Carmo da Cachoeira)";"N/I";"Categoria 4";"Comercial";42545,00;3,00;127635,00
"AUTOPISTA FERNÃO DIAS";"01/01/2014";"Crescente";"5 (Carmo da Cachoeira)";"N/I";"Categoria 6";"Comercial";10390,00;4,00;41560,00
"AUTOPISTA FERNÃO DIAS";"01/01/2014";"Crescente";"5 (Carmo da Cachoeira)";"N/I";"Categoria 7";"Comercial";24608,00;5,00;123040,00
"AUTOPISTA FERNÃO DIAS";"01/01/2014";"Crescente";"5 (Carmo da Cachoeira)";"N/I";"Categoria 8";"Comercial";36374,00;6,00;218244,00
"AUTOPISTA FERNÃO DIAS";"01/01/2014";"Crescente";"5 (Carmo da Cachoeira)";"N/I";"Outros";"Comercial";11852,00;6,00;71112,00
"AUTOPISTA FERNÃO DIAS";"01/01/2014";"Crescente";"5 (Carmo da Cachoeira)";"N/I";"Categoria 9";"Moto";2768,00;0,50;1384,00
"AUTOPISTA FERNÃO DIAS";"01/01/2014";"Crescente";"5 (Carmo da Cachoeira)";"N/I";"Categoria 1";"Passeio";189751,00;1,00;189751,00
"AUTOPISTA FERNÃO DIAS";"01/01/2014";"Crescente";"5 (Carmo da Cachoeira)";"N/I";"Categoria 3";"Passeio";1184,00;1,50;1776,00
"AUTOPISTA FERNÃO DIAS";"01/01/2014";"Crescente";"5 (Carmo da Cachoeira)";"N/I";"Categoria 5";"Passeio";106,00;2,00;212,00
"AUTOPISTA FERNÃO DIAS";"01/01/2014";"Decrescente";"5 (Carmo da Cachoeira)";"N/I";"Categoria 2";"Comercial";16745,00;2,00;33490,00
"AUTOPISTA FERNÃO DIAS";"01/01/2014";"Decrescente";"5 (Carmo da Cachoeira)";"N/I";"Categoria 4";"Comercial";43483,00;3,00;130449,00
"AUTOPISTA FERNÃO DIAS";"01/01/2014";"Decrescente";"5 (Carmo da Cachoeira)";"N/I";"Categoria 6";"Comercial";10427,00;4,00;41708,00
"AUTOPISTA FERNÃO DIAS";"01/01/2014";"Decrescente";"5 (Carmo da Cachoeira)";"N/I";"Categoria 7";"Comercial";24726,00;5,00;123630,00
"AUTOPISTA FERNÃO DIAS";"01/01/2014";"Decrescente";"5 (Carmo da Cachoeira)";"N/I";"Categoria 8";"Comercial";34770,00;6,00;208620,00
"AUTOPISTA FERNÃO DIAS";"01/01/2014";"Decrescente";"5 (Carmo da Cachoeira)";"N/I";"Outros";"Comercial";11477,00;6,00;68862,00
"AUTOPISTA FERNÃO DIAS";"01/01/2014";"Decrescente";"5 (Carmo da Cachoeira)";"N/I";"Categoria 9";"Moto";2330,00;0,50;1165,00
"AUTOPISTA FERNÃO DIAS";"01/01/2014";"Decrescente";"5 (Carmo da Cachoeira)";"N/I";"Categoria 1";"Passeio";143390,00;1,00;143390,00
"AUTOPISTA FERNÃO DIAS";"01/01/2014";"Decrescente";"5 (Carmo da Cachoeira)";"N/I";"Categoria 3";"Passeio";1006,00;1,50;1509,00
"AUTOPISTA FERNÃO DIAS";"01/01/2014";"Decrescente";"5 (Carmo da Cachoeira)";"N/I";"Categoria 5";"Passeio";90,00;2,00;180,00
"AUTOPISTA FERNÃO DIAS";"01/01/2014";"Crescente";"6 (Santo Antônio do Amparo)";"N/I";"Categoria 2";"Comercial";15325,00;2,00;30650,00
"AUTOPISTA FERNÃO DIAS";"01/01/2014";"Crescente";"6 (Santo Antônio do Amparo)";"N/I";"Categoria 4";"Comercial";36464,00;3,00;109392,00
"AUTOPISTA FERNÃO DIAS";"01/01/2014";"Crescente";"6 (Santo Antônio do Amparo)";"N/I";"Categoria 6";"Comercial";9292,00;4,00;37168,00
"AUTOPISTA FERNÃO DIAS";"01/01/2014";"Crescente";"6 (Santo Antônio do Amparo)";"N/I";"Categoria 7";"Comercial";22083,00;5,00;110415,00
"AUTOPISTA FERNÃO DIAS";"01/01/2014";"Crescente";"6 (Santo Antônio do Amparo)";"N/I";"Categoria 8";"Comercial";26058,00;6,00;156348,00
"AUTOPISTA FERNÃO DIAS";"01/01/2014";"Crescente";"6 (Santo Antônio do Amparo)";"N/I";"Outros";"Comercial";6978,00;6,00;41868,00
"AUTOPISTA FERNÃO DIAS";"01/01/2014";"Crescente";"6 (Santo Antônio do Amparo)";"N/I";"Categoria 9";"Moto";2792,00;0,50;1396,00
"AUTOPISTA FERNÃO DIAS";"01/01/2014";"Crescente";"6 (Santo Antônio do Amparo)";"N/I";"Categoria 1";"Passeio";164498,00;1,00;164498,00
"AUTOPISTA FERNÃO DIAS";"01/01/2014";"Crescente";"6 (Santo Antônio do Amparo)";"N/I";"Categoria 3";"Passeio";1030,00;1,50;1545,00
"AUTOPISTA FERNÃO DIAS";"01/01/2014";"Crescente";"6 (Santo Antônio do Amparo)";"N/I";"Categoria 5";"Passeio";99,00;2,00;198,00
"AUTOPISTA FERNÃO DIAS";"01/01/2014";"Decrescente";"6 (Santo Antônio do Amparo)";"N/I";"Categoria 2";"Comercial";15648,00;2,00;31296,00
"AUTOPISTA FERNÃO DIAS";"01/01/2014";"Decrescente";"6 (Santo Antônio do Amparo)";"N/I";"Categoria 4";"Comercial";38166,00;3,00;114498,00
"AUTOPISTA FERNÃO DIAS";"01/01/2014";"Decrescente";"6 (Santo Antônio do Amparo)";"N/I";"Categoria 6";"Comercial";9740,00;4,00;38960,00
"AUTOPISTA FERNÃO DIAS";"01/01/2014";"Decrescente";"6 (Santo Antônio do Amparo)";"N/I";"Categoria 7";"Comercial";22533,00;5,00;112665,00
"AUTOPISTA FERNÃO DIAS";"01/01/2014";"Decrescente";"6 (Santo Antônio do Amparo)";"N/I";"Categoria 8";"Comercial";27359,00;6,00;164154,00
"AUTOPISTA FERNÃO DIAS";"01/01/2014";"Decrescente";"6 (Santo Antônio do Amparo)";"N/I";"Outros";"Comercial";6783,00;6,00;40698,00
"AUTOPISTA FERNÃO DIAS";"01/01/2014";"Decrescente";"6 (Santo Antônio do Amparo)";"N/I";"Categoria 9";"Moto";2389,00;0,50;1194,50
"AUTOPISTA FERNÃO DIAS";"01/01/2014";"Decrescente";"6 (Santo Antônio do Amparo)";"N/I";"Categoria 1";"Passeio";124188,00;1,00;124188,00
"AUTOPISTA FERNÃO DIAS";"01/01/2014";"Decrescente";"6 (Santo Antônio do Amparo)";"N/I";"Categoria 3";"Passeio";865,00;1,50;1297,50
"AUTOPISTA FERNÃO DIAS";"01/01/2014";"Decrescente";"6 (Santo Antônio do Amparo)";"N/I";"Categoria 5";"Passeio";92,00;2,00;184,00
"AUTOPISTA FERNÃO DIAS";"01/01/2014";"Crescente";"7 (Carmópolis de Minas)";"N/I";"Categoria 2";"Comercial";14899,00;2,00;29798,00
"AUTOPISTA FERNÃO DIAS";"01/01/2014";"Crescente";"7 (Carmópolis de Minas)";"N/I";"Categoria 4";"Comercial";35680,00;3,00;107040,00
"AUTOPISTA FERNÃO DIAS";"01/01/2014";"Crescente";"7 (Carmópolis de Minas)";"N/I";"Categoria 6";"Comercial";9581,00;4,00;38324,00
"AUTOPISTA FERNÃO DIAS";"01/01/2014";"Crescente";"7 (Carmópolis de Minas)";"N/I";"Categoria 7";"Comercial";21518,00;5,00;107590,00
"AUTOPISTA FERNÃO DIAS";"01/01/2014";"Crescente";"7 (Carmópolis de Minas)";"N/I";"Categoria 8";"Comercial";25445,00;6,00;152670,00
"AUTOPISTA FERNÃO DIAS";"01/01/2014";"Crescente";"7 (Carmópolis de Minas)";"N/I";"Outros";"Comercial";6689,00;6,00;40134,00
"AUTOPISTA FERNÃO DIAS";"01/01/2014";"Crescente";"7 (Carmópolis de Minas)";"N/I";"Categoria 9";"Moto";3736,00;0,50;1868,00
"AUTOPISTA FERNÃO DIAS";"01/01/2014";"Crescente";"7 (Carmópolis de Minas)";"N/I";"Categoria 1";"Passeio";167281,00;1,00;167281,00
"AUTOPISTA FERNÃO DIAS";"01/01/2014";"Crescente";"7 (Carmópolis de Minas)";"N/I";"Categoria 3";"Passeio";975,00;1,50;1462,50
"AUTOPISTA FERNÃO DIAS";"01/01/2014";"Crescente";"7 (Carmópolis de Minas)";"N/I";"Categoria 5";"Passeio";98,00;2,00;196,00
"AUTOPISTA FERNÃO DIAS";"01/01/2014";"Decrescente";"7 (Carmópolis de Minas)";"N/I";"Categoria 2";"Comercial";15307,00;2,00;30614,00
"AUTOPISTA FERNÃO DIAS";"01/01/2014";"Decrescente";"7 (Carmópolis de Minas)";"N/I";"Categoria 4";"Comercial";37270,00;3,00;111810,00
"AUTOPISTA FERNÃO DIAS";"01/01/2014";"Decrescente";"7 (Carmópolis de Minas)";"N/I";"Categoria 6";"Comercial";9308,00;4,00;37232,00
"AUTOPISTA FERNÃO DIAS";"01/01/2014";"Decrescente";"7 (Carmópolis de Minas)";"N/I";"Categoria 7";"Comercial";22019,00;5,00;110095,00
"AUTOPISTA FERNÃO DIAS";"01/01/2014";"Decrescente";"7 (Carmópolis de Minas)";"N/I";"Categoria 8";"Comercial";26648,00;6,00;159888,00
"AUTOPISTA FERNÃO DIAS";"01/01/2014";"Decrescente";"7 (Carmópolis de Minas)";"N/I";"Outros";"Comercial";7024,00;6,00;42144,00
"AUTOPISTA FERNÃO DIAS";"01/01/2014";"Decrescente";"7 (Carmópolis de Minas)";"N/I";"Categoria 9";"Moto";3359,00;0,50;1679,50
"AUTOPISTA FERNÃO DIAS";"01/01/2014";"Decrescente";"7 (Carmópolis de Minas)";"N/I";"Categoria 1";"Passeio";129549,00;1,00;129549,00
"AUTOPISTA FERNÃO DIAS";"01/01/2014";"Decrescente";"7 (Carmópolis de Minas)";"N/I";"Categoria 3";"Passeio";874,00;1,50;1311,00
"AUTOPISTA FERNÃO DIAS";"01/01/2014";"Decrescente";"7 (Carmópolis de Minas)";"N/I";"Categoria 5";"Passeio";107,00;2,00;214,00
"AUTOPISTA FERNÃO DIAS";"01/01/2014";"Crescente";"8 (Itatiaiuçu)";"N/I";"Categoria 2";"Comercial";17352,00;2,00;34704,00
"AUTOPISTA FERNÃO DIAS";"01/01/2014";"Crescente";"8 (Itatiaiuçu)";"N/I";"Categoria 4";"Comercial";37570,00;3,00;112710,00
"AUTOPISTA FERNÃO DIAS";"01/01/2014";"Crescente";"8 (Itatiaiuçu)";"N/I";"Categoria 6";"Comercial";9877,00;4,00;39508,00
"AUTOPISTA FERNÃO DIAS";"01/01/2014";"Crescente";"8 (Itatiaiuçu)";"N/I";"Categoria 7";"Comercial";21818,00;5,00;109090,00
"AUTOPISTA FERNÃO DIAS";"01/01/2014";"Crescente";"8 (Itatiaiuçu)";"N/I";"Categoria 8";"Comercial";25570,00;6,00;153420,00
"AUTOPISTA FERNÃO DIAS";"01/01/2014";"Crescente";"8 (Itatiaiuçu)";"N/I";"Outros";"Comercial";6635,00;6,00;39810,00
"AUTOPISTA FERNÃO DIAS";"01/01/2014";"Crescente";"8 (Itatiaiuçu)";"N/I";"Categoria 9";"Moto";3883,00;0,50;1941,50
"AUTOPISTA FERNÃO DIAS";"01/01/2014";"Crescente";"8 (Itatiaiuçu)";"N/I";"Categoria 1";"Passeio";192771,00;1,00;192771,00
"AUTOPISTA FERNÃO DIAS";"01/01/2014";"Crescente";"8 (Itatiaiuçu)";"N/I";"Categoria 3";"Passeio";1074,00;1,50;1611,00
"AUTOPISTA FERNÃO DIAS";"01/01/2014";"Crescente";"8 (Itatiaiuçu)";"N/I";"Categoria 5";"Passeio";129,00;2,00;258,00
"AUTOPISTA FERNÃO DIAS";"01/01/2014";"Decrescente";"8 (Itatiaiuçu)";"N/I";"Categoria 2";"Comercial";17790,00;2,00;35580,00
"AUTOPISTA FERNÃO DIAS";"01/01/2014";"Decrescente";"8 (Itatiaiuçu)";"N/I";"Categoria 4";"Comercial";38946,00;3,00;116838,00
"AUTOPISTA FERNÃO DIAS";"01/01/2014";"Decrescente";"8 (Itatiaiuçu)";"N/I";"Categoria 6";"Comercial";9462,00;4,00;37848,00
"AUTOPISTA FERNÃO DIAS";"01/01/2014";"Decrescente";"8 (Itatiaiuçu)";"N/I";"Categoria 7";"Comercial";22275,00;5,00;111375,00
"AUTOPISTA FERNÃO DIAS";"01/01/2014";"Decrescente";"8 (Itatiaiuçu)";"N/I";"Categoria 8";"Comercial";26727,00;6,00;160362,00
"AUTOPISTA FERNÃO DIAS";"01/01/2014";"Decrescente";"8 (Itatiaiuçu)";"N/I";"Outros";"Comercial";6923,00;6,00;41538,00
"AUTOPISTA FERNÃO DIAS";"01/01/2014";"Decrescente";"8 (Itatiaiuçu)";"N/I";"Categoria 9";"Moto";3673,00;0,50;1836,50
"AUTOPISTA FERNÃO DIAS";"01/01/2014";"Decrescente";"8 (Itatiaiuçu)";"N/I";"Categoria 1";"Passeio";158348,00;1,00;158348,00
"AUTOPISTA FERNÃO DIAS";"01/01/2014";"Decrescente";"8 (Itatiaiuçu)";"N/I";"Categoria 3";"Passeio";963,00;1,50;1444,50
"AUTOPISTA FERNÃO DIAS";"01/01/2014";"Decrescente";"8 (Itatiaiuçu)";"N/I";"Categoria 5";"Passeio";113,00;2,00;226,00
"AUTOPISTA FERNÃO DIAS";"01/02/2014";"Decrescente";"1 Norte (Mairiporã)";"N/I";"Categoria 2";"Comercial";52472,00;2,00;104944,00
"AUTOPISTA FERNÃO DIAS";"01/02/2014";"Decrescente";"1 Norte (Mairiporã)";"N/I";"Categoria 4";"Comercial";56952,00;3,00;170856,00
"AUTOPISTA FERNÃO DIAS";"01/02/2014";"Decrescente";"1 Norte (Mairiporã)";"N/I";"Categoria 6";"Comercial";10306,00;4,00;41224,00
"AUTOPISTA FERNÃO DIAS";"01/02/2014";"Decrescente";"1 Norte (Mairiporã)";"N/I";"Categoria 7";"Comercial";26269,00;5,00;131345,00
"AUTOPISTA FERNÃO DIAS";"01/02/2014";"Decrescente";"1 Norte (Mairiporã)";"N/I";"Categoria 8";"Comercial";23908,00;6,00;143448,00
"AUTOPISTA FERNÃO DIAS";"01/02/2014";"Decrescente";"1 Norte (Mairiporã)";"N/I";"Outros";"Comercial";8016,00;6,00;48096,00
"AUTOPISTA FERNÃO DIAS";"01/02/2014";"Decrescente";"1 Norte (Mairiporã)";"N/I";"Categoria 9";"Moto";21170,00;0,50;10585,00
"AUTOPISTA FERNÃO DIAS";"01/02/2014";"Decrescente";"1 Norte (Mairiporã)";"N/I";"Categoria 1";"Passeio";677207,00;1,00;677207,00
"AUTOPISTA FERNÃO DIAS";"01/02/2014";"Decrescente";"1 Norte (Mairiporã)";"N/I";"Categoria 3";"Passeio";1444,00;1,50;2166,00
"AUTOPISTA FERNÃO DIAS";"01/02/2014";"Decrescente";"1 Norte (Mairiporã)";"N/I";"Categoria 5";"Passeio";95,00;2,00;190,00
