concessionaria;mes_ano;sentido;praca;tipo_de_cobranca;categoria;tipo_de_veiculo;volume_total;multiplicador_de_tarifa;volume_veiculo_equivalente
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Crescente";"2 (Vargem)";"N/I";"Categoria 9";"Moto";10865,00;0,50;5432,50
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Crescente";"2 (Vargem)";"N/I";"Categoria 1";"Passeio";435804,00;1,00;435804,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Crescente";"2 (Vargem)";"N/I";"Categoria 3";"Passeio";1689,00;1,50;2533,50
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Crescente";"2 (Vargem)";"N/I";"Categoria 5";"Passeio";229,00;2,00;458,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Decrescente";"2 (Vargem)";"N/I";"Categoria 2";"Comercial";36798,00;2,00;73596,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Decrescente";"2 (Vargem)";"N/I";"Categoria 4";"Comercial";38003,00;3,00;114009,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Decrescente";"2 (Vargem)";"N/I";"Categoria 6";"Comercial";26286,00;4,00;105144,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Decrescente";"2 (Vargem)";"N/I";"Categoria 7";"Comercial";22927,00;5,00;114635,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Decrescente";"2 (Vargem)";"N/I";"Categoria 8";"Comercial";37994,00;6,00;227964,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Decrescente";"2 (Vargem)";"N/I";"Outros";"Comercial";20100,00;6,00;120600,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Decrescente";"2 (Vargem)";"N/I";"Categoria 9";"Moto";9773,00;0,50;4886,50
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Decrescente";"2 (Vargem)";"N/I";"Categoria 1";"Passeio";356442,00;1,00;356442,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Decrescente";"2 (Vargem)";"N/I";"Categoria 3";"Passeio";1357,00;1,50;2035,50
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Decrescente";"2 (Vargem)";"N/I";"Categoria 5";"Passeio";217,00;2,00;434,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Crescente";"3 (Cambuí)";"N/I";"Categoria 2";"Comercial";31002,00;2,00;62004,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Crescente";"3 (Cambuí)";"N/I";"Categoria 4";"Comercial";31047,00;3,00;93141,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Crescente";"3 (Cambuí)";"N/I";"Categoria 6";"Comercial";23557,00;4,00;94228,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Crescente";"3 (Cambuí)";"N/I";"Categoria 7";"Comercial";16727,00;5,00;83635,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Crescente";"3 (Cambuí)";"N/I";"Categoria 8";"Comercial";36159,00;6,00;216954,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Crescente";"3 (Cambuí)";"N/I";"Outros";"Comercial";20841,00;6,00;125046,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Crescente";"3 (Cambuí)";"N/I";"Categoria 9";"Moto";5631,00;0,50;2815,50
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Crescente";"3 (Cambuí)";"N/I";"Categoria 1";"Passeio";296219,00;1,00;296219,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Crescente";"3 (Cambuí)";"N/I";"Categoria 3";"Passeio";1453,00;1,50;2179,50
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Crescente";"3 (Cambuí)";"N/I";"Categoria 5";"Passeio";220,00;2,00;440,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Decrescente";"3 (Cambuí)";"N/I";"Categoria 2";"Comercial";29749,00;2,00;59498,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Decrescente";"3 (Cambuí)";"N/I";"Categoria 4";"Comercial";32444,00;3,00;97332,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Decrescente";"3 (Cambuí)";"N/I";"Categoria 6";"Comercial";22160,00;4,00;88640,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Decrescente";"3 (Cambuí)";"N/I";"Categoria 7";"Comercial";19949,00;5,00;99745,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Decrescente";"3 (Cambuí)";"N/I";"Categoria 8";"Comercial";34518,00;6,00;207108,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Decrescente";"3 (Cambuí)";"N/I";"Outros";"Comercial";17934,00;6,00;107604,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Decrescente";"3 (Cambuí)";"N/I";"Categoria 9";"Moto";5167,00;0,50;2583,50
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Decrescente";"3 (Cambuí)";"N/I";"Categoria 1";"Passeio";231019,00;1,00;231019,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Decrescente";"3 (Cambuí)";"N/I";"Categoria 3";"Passeio";1157,00;1,50;1735,50
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Decrescente";"3 (Cambuí)";"N/I";"Categoria 5";"Passeio";192,00;2,00;384,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Crescente";"4 (São Gonçalo)";"N/I";"Categoria 2";"Comercial";26812,00;2,00;53624,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Crescente";"4 (São Gonçalo)";"N/I";"Categoria 4";"Comercial";31238,00;3,00;93714,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Crescente";"4 (São Gonçalo)";"N/I";"Categoria 6";"Comercial";22659,00;4,00;90636,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Crescente";"4 (São Gonçalo)";"N/I";"Categoria 7";"Comercial";14829,00;5,00;74145,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Crescente";"4 (São Gonçalo)";"N/I";"Categoria 8";"Comercial";39242,00;6,00;235452,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Crescente";"4 (São Gonçalo)";"N/I";"Outros";"Comercial";21158,00;6,00;126948,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Crescente";"4 (São Gonçalo)";"N/I";"Categoria 9";"Moto";3134,00;0,50;1567,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Crescente";"4 (São Gonçalo)";"N/I";"Categoria 1";"Passeio";225686,00;1,00;225686,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Crescente";"4 (São Gonçalo)";"N/I";"Categoria 3";"Passeio";1299,00;1,50;1948,50
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Crescente";"4 (São Gonçalo)";"N/I";"Categoria 5";"Passeio";175,00;2,00;350,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Decrescente";"4 (São Gonçalo)";"N/I";"Categoria 2";"Comercial";23974,00;2,00;47948,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Decrescente";"4 (São Gonçalo)";"N/I";"Categoria 4";"Comercial";33952,00;3,00;101856,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Decrescente";"4 (São Gonçalo)";"N/I";"Categoria 6";"Comercial";22763,00;4,00;91052,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Decrescente";"4 (São Gonçalo)";"N/I";"Categoria 7";"Comercial";18549,00;5,00;92745,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Decrescente";"4 (São Gonçalo)";"N/I";"Categoria 8";"Comercial";35537,00;6,00;213222,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Decrescente";"4 (São Gonçalo)";"N/I";"Outros";"Comercial";15874,00;6,00;95244,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Decrescente";"4 (São Gonçalo)";"N/I";"Categoria 9";"Moto";2600,00;0,50;1300,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Decrescente";"4 (São Gonçalo)";"N/I";"Categoria 1";"Passeio";167860,00;1,00;167860,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Decrescente";"4 (São Gonçalo)";"N/I";"Categoria 3";"Passeio";1047,00;1,50;1570,50
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Decrescente";"4 (São Gonçalo)";"N/I";"Categoria 5";"Passeio";165,00;2,00;330,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Crescente";"5 (Carmo da Cachoeira)";"N/I";"Categoria 2";"Comercial";24273,00;2,00;48546,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Crescente";"5 (Carmo da Cachoeira)";"N/I";"Categoria 4";"Comercial";30490,00;3,00;91470,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Crescente";"5 (Carmo da Cachoeira)";"N/I";"Categoria 6";"Comercial";21342,00;4,00;85368,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Crescente";"5 (Carmo da Cachoeira)";"N/I";"Categoria 7";"Comercial";14269,00;5,00;71345,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Crescente";"5 (Carmo da Cachoeira)";"N/I";"Categoria 8";"Comercial";40405,00;6,00;242430,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Crescente";"5 (Carmo da Cachoeira)";"N/I";"Outros";"Comercial";20108,00;6,00;120648,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Crescente";"5 (Carmo da Cachoeira)";"N/I";"Categoria 9";"Moto";2680,00;0,50;1340,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Crescente";"5 (Carmo da Cachoeira)";"N/I";"Categoria 1";"Passeio";208169,00;1,00;208169,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Crescente";"5 (Carmo da Cachoeira)";"N/I";"Categoria 3";"Passeio";1244,00;1,50;1866,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Crescente";"5 (Carmo da Cachoeira)";"N/I";"Categoria 5";"Passeio";175,00;2,00;350,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Decrescente";"5 (Carmo da Cachoeira)";"N/I";"Categoria 2";"Comercial";22645,00;2,00;45290,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Decrescente";"5 (Carmo da Cachoeira)";"N/I";"Categoria 4";"Comercial";33407,00;3,00;100221,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Decrescente";"5 (Carmo da Cachoeira)";"N/I";"Categoria 6";"Comercial";23440,00;4,00;93760,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Decrescente";"5 (Carmo da Cachoeira)";"N/I";"Categoria 7";"Comercial";17434,00;5,00;87170,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Decrescente";"5 (Carmo da Cachoeira)";"N/I";"Categoria 8";"Comercial";33167,00;6,00;199002,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Decrescente";"5 (Carmo da Cachoeira)";"N/I";"Outros";"Comercial";14448,00;6,00;86688,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Decrescente";"5 (Carmo da Cachoeira)";"N/I";"Categoria 9";"Moto";2379,00;0,50;1189,50
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Decrescente";"5 (Carmo da Cachoeira)";"N/I";"Categoria 1";"Passeio";159323,00;1,00;159323,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Decrescente";"5 (Carmo da Cachoeira)";"N/I";"Categoria 3";"Passeio";1030,00;1,50;1545,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Decrescente";"5 (Carmo da Cachoeira)";"N/I";"Categoria 5";"Passeio";152,00;2,00;304,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Crescente";"6 (Santo Antônio do Amparo)";"N/I";"Categoria 2";"Comercial";21862,00;2,00;43724,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Crescente";"6 (Santo Antônio do Amparo)";"N/I";"Categoria 4";"Comercial";27100,00;3,00;81300,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Crescente";"6 (Santo Antônio do Amparo)";"N/I";"Categoria 6";"Comercial";19455,00;4,00;77820,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Crescente";"6 (Santo Antônio do Amparo)";"N/I";"Categoria 7";"Comercial";12512,00;5,00;62560,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Crescente";"6 (Santo Antônio do Amparo)";"N/I";"Categoria 8";"Comercial";25543,00;6,00;153258,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Crescente";"6 (Santo Antônio do Amparo)";"N/I";"Outros";"Comercial";12411,00;6,00;74466,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Crescente";"6 (Santo Antônio do Amparo)";"N/I";"Categoria 9";"Moto";2628,00;0,50;1314,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Crescente";"6 (Santo Antônio do Amparo)";"N/I";"Categoria 1";"Passeio";181847,00;1,00;181847,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Crescente";"6 (Santo Antônio do Amparo)";"N/I";"Categoria 3";"Passeio";1106,00;1,50;1659,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Crescente";"6 (Santo Antônio do Amparo)";"N/I";"Categoria 5";"Passeio";170,00;2,00;340,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Decrescente";"6 (Santo Antônio do Amparo)";"N/I";"Categoria 2";"Comercial";19935,00;2,00;39870,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Decrescente";"6 (Santo Antônio do Amparo)";"N/I";"Categoria 4";"Comercial";28675,00;3,00;86025,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Decrescente";"6 (Santo Antônio do Amparo)";"N/I";"Categoria 6";"Comercial";17667,00;4,00;70668,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Decrescente";"6 (Santo Antônio do Amparo)";"N/I";"Categoria 7";"Comercial";15097,00;5,00;75485,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Decrescente";"6 (Santo Antônio do Amparo)";"N/I";"Categoria 8";"Comercial";28497,00;6,00;170982,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Decrescente";"6 (Santo Antônio do Amparo)";"N/I";"Outros";"Comercial";12099,00;6,00;72594,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Decrescente";"6 (Santo Antônio do Amparo)";"N/I";"Categoria 9";"Moto";2341,00;0,50;1170,50
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Decrescente";"6 (Santo Antônio do Amparo)";"N/I";"Categoria 1";"Passeio";137434,00;1,00;137434,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Decrescente";"6 (Santo Antônio do Amparo)";"N/I";"Categoria 3";"Passeio";902,00;1,50;1353,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Decrescente";"6 (Santo Antônio do Amparo)";"N/I";"Categoria 5";"Passeio";153,00;2,00;306,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Crescente";"7 (Carmópolis de Minas)";"N/I";"Categoria 2";"Comercial";21926,00;2,00;43852,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Crescente";"7 (Carmópolis de Minas)";"N/I";"Categoria 4";"Comercial";25906,00;3,00;77718,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Crescente";"7 (Carmópolis de Minas)";"N/I";"Categoria 6";"Comercial";18953,00;4,00;75812,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Crescente";"7 (Carmópolis de Minas)";"N/I";"Categoria 7";"Comercial";12551,00;5,00;62755,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Crescente";"7 (Carmópolis de Minas)";"N/I";"Categoria 8";"Comercial";24847,00;6,00;149082,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Crescente";"7 (Carmópolis de Minas)";"N/I";"Outros";"Comercial";12032,00;6,00;72192,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Crescente";"7 (Carmópolis de Minas)";"N/I";"Categoria 9";"Moto";4194,00;0,50;2097,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Crescente";"7 (Carmópolis de Minas)";"N/I";"Categoria 1";"Passeio";180287,00;1,00;180287,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Crescente";"7 (Carmópolis de Minas)";"N/I";"Categoria 3";"Passeio";1085,00;1,50;1627,50
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Crescente";"7 (Carmópolis de Minas)";"N/I";"Categoria 5";"Passeio";154,00;2,00;308,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Decrescente";"7 (Carmópolis de Minas)";"N/I";"Categoria 2";"Comercial";20023,00;2,00;40046,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Decrescente";"7 (Carmópolis de Minas)";"N/I";"Categoria 4";"Comercial";27249,00;3,00;81747,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Decrescente";"7 (Carmópolis de Minas)";"N/I";"Categoria 6";"Comercial";17229,00;4,00;68916,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Decrescente";"7 (Carmópolis de Minas)";"N/I";"Categoria 7";"Comercial";14696,00;5,00;73480,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Decrescente";"7 (Carmópolis de Minas)";"N/I";"Categoria 8";"Comercial";27525,00;6,00;165150,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Decrescente";"7 (Carmópolis de Minas)";"N/I";"Outros";"Comercial";11699,00;6,00;70194,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Decrescente";"7 (Carmópolis de Minas)";"N/I";"Categoria 9";"Moto";3943,00;0,50;1971,50
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Decrescente";"7 (Carmópolis de Minas)";"N/I";"Categoria 1";"Passeio";136653,00;1,00;136653,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Decrescente";"7 (Carmópolis de Minas)";"N/I";"Categoria 3";"Passeio";827,00;1,50;1240,50
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Decrescente";"7 (Carmópolis de Minas)";"N/I";"Categoria 5";"Passeio";120,00;2,00;240,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Crescente";"8 (Itatiaiuçu)";"N/I";"Categoria 2";"Comercial";24987,00;2,00;49974,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Crescente";"8 (Itatiaiuçu)";"N/I";"Categoria 4";"Comercial";26775,00;3,00;80325,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Crescente";"8 (Itatiaiuçu)";"N/I";"Categoria 6";"Comercial";19889,00;4,00;79556,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Crescente";"8 (Itatiaiuçu)";"N/I";"Categoria 7";"Comercial";12450,00;5,00;62250,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Crescente";"8 (Itatiaiuçu)";"N/I";"Categoria 8";"Comercial";23749,00;6,00;142494,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Crescente";"8 (Itatiaiuçu)";"N/I";"Outros";"Comercial";11693,00;6,00;70158,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Crescente";"8 (Itatiaiuçu)";"N/I";"Categoria 9";"Moto";3797,00;0,50;1898,50
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Crescente";"8 (Itatiaiuçu)";"N/I";"Categoria 1";"Passeio";205442,00;1,00;205442,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Crescente";"8 (Itatiaiuçu)";"N/I";"Categoria 3";"Passeio";1258,00;1,50;1887,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Crescente";"8 (Itatiaiuçu)";"N/I";"Categoria 5";"Passeio";178,00;2,00;356,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Decrescente";"8 (Itatiaiuçu)";"N/I";"Categoria 2";"Comercial";22688,00;2,00;45376,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Decrescente";"8 (Itatiaiuçu)";"N/I";"Categoria 4";"Comercial";28350,00;3,00;85050,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Decrescente";"8 (Itatiaiuçu)";"N/I";"Categoria 6";"Comercial";17431,00;4,00;69724,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Decrescente";"8 (Itatiaiuçu)";"N/I";"Categoria 7";"Comercial";14973,00;5,00;74865,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Decrescente";"8 (Itatiaiuçu)";"N/I";"Categoria 8";"Comercial";27122,00;6,00;162732,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Decrescente";"8 (Itatiaiuçu)";"N/I";"Outros";"Comercial";11473,00;6,00;68838,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Decrescente";"8 (Itatiaiuçu)";"N/I";"Categoria 9";"Moto";3665,00;0,50;1832,50
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Decrescente";"8 (Itatiaiuçu)";"N/I";"Categoria 1";"Passeio";166823,00;1,00;166823,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Decrescente";"8 (Itatiaiuçu)";"N/I";"Categoria 3";"Passeio";1138,00;1,50;1707,00
"AUTOPISTA FERNÃO DIAS";"01/01/2020";"Decrescente";"8 (Itatiaiuçu)";"N/I";"Categoria 5";"Passeio";184,00;2,00;368,00
"AUTOPISTA FERNÃO DIAS";"01/02/2020";"Decrescente";"1 Norte (Mairiporã)";"N/I";"Categoria 2";"Comercial";60563,00;2,00;121126,00
"AUTOPISTA FERNÃO DIAS";"01/02/2020";"Decrescente";"1 Norte (Mairiporã)";"N/I";"Categoria 4";"Comercial";35119,00;3,00;105357,00
"AUTOPISTA FERNÃO DIAS";"01/02/2020";"Decrescente";"1 Norte (Mairiporã)";"N/I";"Categoria 6";"Comercial";19808,00;4,00;79232,00
"AUTOPISTA FERNÃO DIAS";"01/02/2020";"Decrescente";"1 Norte (Mairiporã)";"N/I";"Categoria 7";"Comercial";14900,00;5,00;74500,00
"AUTOPISTA FERNÃO DIAS";"01/02/2020";"Decrescente";"1 Norte (Mairiporã)";"N/I";"Categoria 8";"Comercial";21188,00;6,00;127128,00
"AUTOPISTA FERNÃO DIAS";"01/02/2020";"Decrescente";"1 Norte (Mairiporã)";"N/I";"Outros";"Comercial";10521,00;6,00;63126,00
"AUTOPISTA FERNÃO DIAS";"01/02/2020";"Decrescente";"1 Norte (Mairiporã)";"N/I";"Categoria 9";"Moto";21366,00;0,50;10683,00
"AUTOPISTA FERNÃO DIAS";"01/02/2020";"Decrescente";"1 Norte (Mairiporã)";"N/I";"Categoria 1";"Passeio";729192,00;1,00;729192,00
"AUTOPISTA FERNÃO DIAS";"01/02/2020";"Decrescente";"1 Norte (Mairiporã)";"N/I";"Categoria 3";"Passeio";1625,00;1,50;2437,50
"AUTOPISTA FERNÃO DIAS";"01/02/2020";"Decrescente";"1 Norte (Mairiporã)";"N/I";"Categoria 5";"Passeio";185,00;2,00;370,00
