concessionaria;mes_ano;sentido;praca;tipo_de_cobranca;categoria;tipo_de_veiculo;volume_total;multiplicador_de_tarifa;volume_veiculo_equivalente
"AUTOPISTA FERNÃO DIAS";"01/01/2018";"Decrescente";"2 (Vargem)";"N/I";"Categoria 3";"Passeio";997,00;1,50;1495,50
"AUTOPISTA FERNÃO DIAS";"01/01/2018";"Decrescente";"2 (Vargem)";"N/I";"Categoria 5";"Passeio";161,00;2,00;322,00
"AUTOPISTA FERNÃO DIAS";"01/01/2018";"Crescente";"3 (Cambuí)";"N/I";"Categoria 2";"Comercial";27285,00;2,00;54570,00
"AUTOPISTA FERNÃO DIAS";"01/01/2018";"Crescente";"3 (Cambuí)";"N/I";"Categoria 4";"Comercial";31336,00;3,00;94008,00
"AUTOPISTA FERNÃO DIAS";"01/01/2018";"Crescente";"3 (Cambuí)";"N/I";"Categoria 6";"Comercial";23068,00;4,00;92272,00
"AUTOPISTA FERNÃO DIAS";"01/01/2018";"Crescente";"3 (Cambuí)";"N/I";"Categoria 7";"Comercial";16605,00;5,00;83025,00
"AUTOPISTA FERNÃO DIAS";"01/01/2018";"Crescente";"3 (Cambuí)";"N/I";"Categoria 8";"Comercial";24394,00;6,00;146364,00
"AUTOPISTA FERNÃO DIAS";"01/01/2018";"Crescente";"3 (Cambuí)";"N/I";"Outros";"Comercial";9790,00;6,00;58740,00
"AUTOPISTA FERNÃO DIAS";"01/01/2018";"Crescente";"3 (Cambuí)";"N/I";"Categoria 9";"Moto";5164,00;0,50;2582,00
"AUTOPISTA FERNÃO DIAS";"01/01/2018";"Crescente";"3 (Cambuí)";"N/I";"Categoria 1";"Passeio";280845,00;1,00;280845,00
"AUTOPISTA FERNÃO DIAS";"01/01/2018";"Crescente";"3 (Cambuí)";"N/I";"Categoria 3";"Passeio";1138,00;1,50;1707,00
"AUTOPISTA FERNÃO DIAS";"01/01/2018";"Crescente";"3 (Cambuí)";"N/I";"Categoria 5";"Passeio";165,00;2,00;330,00
"AUTOPISTA FERNÃO DIAS";"01/01/2018";"Decrescente";"3 (Cambuí)";"N/I";"Categoria 2";"Comercial";26080,00;2,00;52160,00
"AUTOPISTA FERNÃO DIAS";"01/01/2018";"Decrescente";"3 (Cambuí)";"N/I";"Categoria 4";"Comercial";33291,00;3,00;99873,00
"AUTOPISTA FERNÃO DIAS";"01/01/2018";"Decrescente";"3 (Cambuí)";"N/I";"Categoria 6";"Comercial";20961,00;4,00;83844,00
"AUTOPISTA FERNÃO DIAS";"01/01/2018";"Decrescente";"3 (Cambuí)";"N/I";"Categoria 7";"Comercial";19610,00;5,00;98050,00
"AUTOPISTA FERNÃO DIAS";"01/01/2018";"Decrescente";"3 (Cambuí)";"N/I";"Categoria 8";"Comercial";24261,00;6,00;145566,00
"AUTOPISTA FERNÃO DIAS";"01/01/2018";"Decrescente";"3 (Cambuí)";"N/I";"Outros";"Comercial";8167,00;6,00;49002,00
"AUTOPISTA FERNÃO DIAS";"01/01/2018";"Decrescente";"3 (Cambuí)";"N/I";"Categoria 9";"Moto";4782,00;0,50;2391,00
"AUTOPISTA FERNÃO DIAS";"01/01/2018";"Decrescente";"3 (Cambuí)";"N/I";"Categoria 1";"Passeio";219406,00;1,00;219406,00
"AUTOPISTA FERNÃO DIAS";"01/01/2018";"Decrescente";"3 (Cambuí)";"N/I";"Categoria 3";"Passeio";942,00;1,50;1413,00
"AUTOPISTA FERNÃO DIAS";"01/01/2018";"Decrescente";"3 (Cambuí)";"N/I";"Categoria 5";"Passeio";162,00;2,00;324,00
"AUTOPISTA FERNÃO DIAS";"01/01/2018";"Crescente";"4 (São Gonçalo)";"N/I";"Categoria 2";"Comercial";24686,00;2,00;49372,00
"AUTOPISTA FERNÃO DIAS";"01/01/2018";"Crescente";"4 (São Gonçalo)";"N/I";"Categoria 4";"Comercial";33779,00;3,00;101337,00
"AUTOPISTA FERNÃO DIAS";"01/01/2018";"Crescente";"4 (São Gonçalo)";"N/I";"Categoria 6";"Comercial";22151,00;4,00;88604,00
"AUTOPISTA FERNÃO DIAS";"01/01/2018";"Crescente";"4 (São Gonçalo)";"N/I";"Categoria 7";"Comercial";16451,00;5,00;82255,00
"AUTOPISTA FERNÃO DIAS";"01/01/2018";"Crescente";"4 (São Gonçalo)";"N/I";"Categoria 8";"Comercial";26886,00;6,00;161316,00
"AUTOPISTA FERNÃO DIAS";"01/01/2018";"Crescente";"4 (São Gonçalo)";"N/I";"Outros";"Comercial";10530,00;6,00;63180,00
"AUTOPISTA FERNÃO DIAS";"01/01/2018";"Crescente";"4 (São Gonçalo)";"N/I";"Categoria 9";"Moto";2812,00;0,50;1406,00
"AUTOPISTA FERNÃO DIAS";"01/01/2018";"Crescente";"4 (São Gonçalo)";"N/I";"Categoria 1";"Passeio";215292,00;1,00;215292,00
"AUTOPISTA FERNÃO DIAS";"01/01/2018";"Crescente";"4 (São Gonçalo)";"N/I";"Categoria 3";"Passeio";1218,00;1,50;1827,00
"AUTOPISTA FERNÃO DIAS";"01/01/2018";"Crescente";"4 (São Gonçalo)";"N/I";"Categoria 5";"Passeio";165,00;2,00;330,00
"AUTOPISTA FERNÃO DIAS";"01/01/2018";"Decrescente";"4 (São Gonçalo)";"N/I";"Categoria 2";"Comercial";22785,00;2,00;45570,00
"AUTOPISTA FERNÃO DIAS";"01/01/2018";"Decrescente";"4 (São Gonçalo)";"N/I";"Categoria 4";"Comercial";36115,00;3,00;108345,00
"AUTOPISTA FERNÃO DIAS";"01/01/2018";"Decrescente";"4 (São Gonçalo)";"N/I";"Categoria 6";"Comercial";21900,00;4,00;87600,00
"AUTOPISTA FERNÃO DIAS";"01/01/2018";"Decrescente";"4 (São Gonçalo)";"N/I";"Categoria 7";"Comercial";19132,00;5,00;95660,00
"AUTOPISTA FERNÃO DIAS";"01/01/2018";"Decrescente";"4 (São Gonçalo)";"N/I";"Categoria 8";"Comercial";25904,00;6,00;155424,00
"AUTOPISTA FERNÃO DIAS";"01/01/2018";"Decrescente";"4 (São Gonçalo)";"N/I";"Outros";"Comercial";7898,00;6,00;47388,00
"AUTOPISTA FERNÃO DIAS";"01/01/2018";"Decrescente";"4 (São Gonçalo)";"N/I";"Categoria 9";"Moto";2230,00;0,50;1115,00
"AUTOPISTA FERNÃO DIAS";"01/01/2018";"Decrescente";"4 (São Gonçalo)";"N/I";"Categoria 1";"Passeio";161161,00;1,00;161161,00
"AUTOPISTA FERNÃO DIAS";"01/01/2018";"Decrescente";"4 (São Gonçalo)";"N/I";"Categoria 3";"Passeio";1096,00;1,50;1644,00
"AUTOPISTA FERNÃO DIAS";"01/01/2018";"Decrescente";"4 (São Gonçalo)";"N/I";"Categoria 5";"Passeio";170,00;2,00;340,00
"AUTOPISTA FERNÃO DIAS";"01/01/2018";"Crescente";"5 (Carmo da Cachoeira)";"N/I";"Categoria 2";"Comercial";21773,00;2,00;43546,00
"AUTOPISTA FERNÃO DIAS";"01/01/2018";"Crescente";"5 (Carmo da Cachoeira)";"N/I";"Categoria 4";"Comercial";32039,00;3,00;96117,00
"AUTOPISTA FERNÃO DIAS";"01/01/2018";"Crescente";"5 (Carmo da Cachoeira)";"N/I";"Categoria 6";"Comercial";21007,00;4,00;84028,00
"AUTOPISTA FERNÃO DIAS";"01/01/2018";"Crescente";"5 (Carmo da Cachoeira)";"N/I";"Categoria 7";"Comercial";15053,00;5,00;75265,00
"AUTOPISTA FERNÃO DIAS";"01/01/2018";"Crescente";"5 (Carmo da Cachoeira)";"N/I";"Categoria 8";"Comercial";28977,00;6,00;173862,00
"AUTOPISTA FERNÃO DIAS";"01/01/2018";"Crescente";"5 (Carmo da Cachoeira)";"N/I";"Outros";"Comercial";11043,00;6,00;66258,00
"AUTOPISTA FERNÃO DIAS";"01/01/2018";"Crescente";"5 (Carmo da Cachoeira)";"N/I";"Categoria 9";"Moto";2619,00;0,50;1309,50
"AUTOPISTA FERNÃO DIAS";"01/01/2018";"Crescente";"5 (Carmo da Cachoeira)";"N/I";"Categoria 1";"Passeio";199285,00;1,00;199285,00
"AUTOPISTA FERNÃO DIAS";"01/01/2018";"Crescente";"5 (Carmo da Cachoeira)";"N/I";"Categoria 3";"Passeio";1079,00;1,50;1618,50
"AUTOPISTA FERNÃO DIAS";"01/01/2018";"Crescente";"5 (Carmo da Cachoeira)";"N/I";"Categoria 5";"Passeio";160,00;2,00;320,00
"AUTOPISTA FERNÃO DIAS";"01/01/2018";"Decrescente";"5 (Carmo da Cachoeira)";"N/I";"Categoria 2";"Comercial";20010,00;2,00;40020,00
"AUTOPISTA FERNÃO DIAS";"01/01/2018";"Decrescente";"5 (Carmo da Cachoeira)";"N/I";"Categoria 4";"Comercial";35320,00;3,00;105960,00
"AUTOPISTA FERNÃO DIAS";"01/01/2018";"Decrescente";"5 (Carmo da Cachoeira)";"N/I";"Categoria 6";"Comercial";23067,00;4,00;92268,00
"AUTOPISTA FERNÃO DIAS";"01/01/2018";"Decrescente";"5 (Carmo da Cachoeira)";"N/I";"Categoria 7";"Comercial";17576,00;5,00;87880,00
"AUTOPISTA FERNÃO DIAS";"01/01/2018";"Decrescente";"5 (Carmo da Cachoeira)";"N/I";"Categoria 8";"Comercial";25269,00;6,00;151614,00
"AUTOPISTA FERNÃO DIAS";"01/01/2018";"Decrescente";"5 (Carmo da Cachoeira)";"N/I";"Outros";"Comercial";7048,00;6,00;42288,00
"AUTOPISTA FERNÃO DIAS";"01/01/2018";"Decrescente";"5 (Carmo da Cachoeira)";"N/I";"Categoria 9";"Moto";2359,00;0,50;1179,50
"AUTOPISTA FERNÃO DIAS";"01/01/2018";"Decrescente";"5 (Carmo da Cachoeira)";"N/I";"Categoria 1";"Passeio";154200,00;1,00;154200,00
"AUTOPISTA FERNÃO DIAS";"01/01/2018";"Decrescente";"5 (Carmo da Cachoeira)";"N/I";"Categoria 3";"Passeio";964,00;1,50;1446,00
"AUTOPISTA FERNÃO DIAS";"01/01/2018";"Decrescente";"5 (Carmo da Cachoeira)";"N/I";"Categoria 5";"Passeio";143,00;2,00;286,00
"AUTOPISTA FERNÃO DIAS";"01/01/2018";"Crescente";"6 (Santo Antônio do Amparo)";"N/I";"Categoria 2";"Comercial";19856,00;2,00;39712,00
"AUTOPISTA FERNÃO DIAS";"01/01/2018";"Crescente";"6 (Santo Antônio do Amparo)";"N/I";"Categoria 4";"Comercial";28868,00;3,00;86604,00
"AUTOPISTA FERNÃO DIAS";"01/01/2018";"Crescente";"6 (Santo Antônio do Amparo)";"N/I";"Categoria 6";"Comercial";19650,00;4,00;78600,00
"AUTOPISTA FERNÃO DIAS";"01/01/2018";"Crescente";"6 (Santo Antônio do Amparo)";"N/I";"Categoria 7";"Comercial";12884,00;5,00;64420,00
"AUTOPISTA FERNÃO DIAS";"01/01/2018";"Crescente";"6 (Santo Antônio do Amparo)";"N/I";"Categoria 8";"Comercial";19604,00;6,00;117624,00
"AUTOPISTA FERNÃO DIAS";"01/01/2018";"Crescente";"6 (Santo Antônio do Amparo)";"N/I";"Outros";"Comercial";6550,00;6,00;39300,00
"AUTOPISTA FERNÃO DIAS";"01/01/2018";"Crescente";"6 (Santo Antônio do Amparo)";"N/I";"Categoria 9";"Moto";2453,00;0,50;1226,50
"AUTOPISTA FERNÃO DIAS";"01/01/2018";"Crescente";"6 (Santo Antônio do Amparo)";"N/I";"Categoria 1";"Passeio";173182,00;1,00;173182,00
"AUTOPISTA FERNÃO DIAS";"01/01/2018";"Crescente";"6 (Santo Antônio do Amparo)";"N/I";"Categoria 3";"Passeio";966,00;1,50;1449,00
"AUTOPISTA FERNÃO DIAS";"01/01/2018";"Crescente";"6 (Santo Antônio do Amparo)";"N/I";"Categoria 5";"Passeio";156,00;2,00;312,00
"AUTOPISTA FERNÃO DIAS";"01/01/2018";"Decrescente";"6 (Santo Antônio do Amparo)";"N/I";"Categoria 2";"Comercial";18302,00;2,00;36604,00
"AUTOPISTA FERNÃO DIAS";"01/01/2018";"Decrescente";"6 (Santo Antônio do Amparo)";"N/I";"Categoria 4";"Comercial";30920,00;3,00;92760,00
"AUTOPISTA FERNÃO DIAS";"01/01/2018";"Decrescente";"6 (Santo Antônio do Amparo)";"N/I";"Categoria 6";"Comercial";17164,00;4,00;68656,00
"AUTOPISTA FERNÃO DIAS";"01/01/2018";"Decrescente";"6 (Santo Antônio do Amparo)";"N/I";"Categoria 7";"Comercial";15483,00;5,00;77415,00
"AUTOPISTA FERNÃO DIAS";"01/01/2018";"Decrescente";"6 (Santo Antônio do Amparo)";"N/I";"Categoria 8";"Comercial";22164,00;6,00;132984,00
"AUTOPISTA FERNÃO DIAS";"01/01/2018";"Decrescente";"6 (Santo Antônio do Amparo)";"N/I";"Outros";"Comercial";6131,00;6,00;36786,00
"AUTOPISTA FERNÃO DIAS";"01/01/2018";"Decrescente";"6 (Santo Antônio do Amparo)";"N/I";"Categoria 9";"Moto";2314,00;0,50;1157,00
"AUTOPISTA FERNÃO DIAS";"01/01/2018";"Decrescente";"6 (Santo Antônio do Amparo)";"N/I";"Categoria 1";"Passeio";133195,00;1,00;133195,00
"AUTOPISTA FERNÃO DIAS";"01/01/2018";"Decrescente";"6 (Santo Antônio do Amparo)";"N/I";"Categoria 3";"Passeio";836,00;1,50;1254,00
"AUTOPISTA FERNÃO DIAS";"01/01/2018";"Decrescente";"6 (Santo Antônio do Amparo)";"N/I";"Categoria 5";"Passeio";136,00;2,00;272,00
"AUTOPISTA FERNÃO DIAS";"01/01/2018";"Crescente";"7 (Carmópolis de Minas)";"N/I";"Categoria 2";"Comercial";19543,00;2,00;39086,00
"AUTOPISTA FERNÃO DIAS";"01/01/2018";"Crescente";"7 (Carmópolis de Minas)";"N/I";"Categoria 4";"Comercial";26740,00;3,00;80220,00
"AUTOPISTA FERNÃO DIAS";"01/01/2018";"Crescente";"7 (Carmópolis de Minas)";"N/I";"Categoria 6";"Comercial";19462,00;4,00;77848,00
"AUTOPISTA FERNÃO DIAS";"01/01/2018";"Crescente";"7 (Carmópolis de Minas)";"N/I";"Categoria 7";"Comercial";12945,00;5,00;64725,00
"AUTOPISTA FERNÃO DIAS";"01/01/2018";"Crescente";"7 (Carmópolis de Minas)";"N/I";"Categoria 8";"Comercial";19238,00;6,00;115428,00
"AUTOPISTA FERNÃO DIAS";"01/01/2018";"Crescente";"7 (Carmópolis de Minas)";"N/I";"Outros";"Comercial";6334,00;6,00;38004,00
"AUTOPISTA FERNÃO DIAS";"01/01/2018";"Crescente";"7 (Carmópolis de Minas)";"N/I";"Categoria 9";"Moto";4451,00;0,50;2225,50
"AUTOPISTA FERNÃO DIAS";"01/01/2018";"Crescente";"7 (Carmópolis de Minas)";"N/I";"Categoria 1";"Passeio";172762,00;1,00;172762,00
"AUTOPISTA FERNÃO DIAS";"01/01/2018";"Crescente";"7 (Carmópolis de Minas)";"N/I";"Categoria 3";"Passeio";836,00;1,50;1254,00
"AUTOPISTA FERNÃO DIAS";"01/01/2018";"Crescente";"7 (Carmópolis de Minas)";"N/I";"Categoria 5";"Passeio";141,00;2,00;282,00
"AUTOPISTA FERNÃO DIAS";"01/01/2018";"Decrescente";"7 (Carmópolis de Minas)";"N/I";"Categoria 2";"Comercial";17825,00;2,00;35650,00
"AUTOPISTA FERNÃO DIAS";"01/01/2018";"Decrescente";"7 (Carmópolis de Minas)";"N/I";"Categoria 4";"Comercial";28636,00;3,00;85908,00
"AUTOPISTA FERNÃO DIAS";"01/01/2018";"Decrescente";"7 (Carmópolis de Minas)";"N/I";"Categoria 6";"Comercial";16885,00;4,00;67540,00
"AUTOPISTA FERNÃO DIAS";"01/01/2018";"Decrescente";"7 (Carmópolis de Minas)";"N/I";"Categoria 7";"Comercial";15273,00;5,00;76365,00
"AUTOPISTA FERNÃO DIAS";"01/01/2018";"Decrescente";"7 (Carmópolis de Minas)";"N/I";"Categoria 8";"Comercial";21430,00;6,00;128580,00
"AUTOPISTA FERNÃO DIAS";"01/01/2018";"Decrescente";"7 (Carmópolis de Minas)";"N/I";"Outros";"Comercial";6052,00;6,00;36312,00
"AUTOPISTA FERNÃO DIAS";"01/01/2018";"Decrescente";"7 (Carmópolis de Minas)";"N/I";"Categoria 9";"Moto";4209,00;0,50;2104,50
"AUTOPISTA FERNÃO DIAS";"01/01/2018";"Decrescente";"7 (Carmópolis de Minas)";"N/I";"Categoria 1";"Passeio";136070,00;1,00;136070,00
"AUTOPISTA FERNÃO DIAS";"01/01/2018";"Decrescente";"7 (Carmópolis de Minas)";"N/I";"Categoria 3";"Passeio";856,00;1,50;1284,00
"AUTOPISTA FERNÃO DIAS";"01/01/2018";"Decrescente";"7 (Carmópolis de Minas)";"N/I";"Categoria 5";"Passeio";138,00;2,00;276,00
"AUTOPISTA FERNÃO DIAS";"01/01/2018";"Crescente";"8 (Itatiaiuçu)";"N/I";"Categoria 2";"Comercial";21898,00;2,00;43796,00
"AUTOPISTA FERNÃO DIAS";"01/01/2018";"Crescente";"8 (Itatiaiuçu)";"N/I";"Categoria 4";"Comercial";27399,00;3,00;82197,00
"AUTOPISTA FERNÃO DIAS";"01/01/2018";"Crescente";"8 (Itatiaiuçu)";"N/I";"Categoria 6";"Comercial";19865,00;4,00;79460,00
"AUTOPISTA FERNÃO DIAS";"01/01/2018";"Crescente";"8 (Itatiaiuçu)";"N/I";"Categoria 7";"Comercial";12804,00;5,00;64020,00
"AUTOPISTA FERNÃO DIAS";"01/01/2018";"Crescente";"8 (Itatiaiuçu)";"N/I";"Categoria 8";"Comercial";18496,00;6,00;110976,00
"AUTOPISTA FERNÃO DIAS";"01/01/2018";"Crescente";"8 (Itatiaiuçu)";"N/I";"Outros";"Comercial";6328,00;6,00;37968,00
"AUTOPISTA FERNÃO DIAS";"01/01/2018";"Crescente";"8 (Itatiaiuçu)";"N/I";"Categoria 9";"Moto";4277,00;0,50;2138,50
"AUTOPISTA FERNÃO DIAS";"01/01/2018";"Crescente";"8 (Itatiaiuçu)";"N/I";"Categoria 1";"Passeio";196534,00;1,00;196534,00
"AUTOPISTA FERNÃO DIAS";"01/01/2018";"Crescente";"8 (Itatiaiuçu)";"N/I";"Categoria 3";"Passeio";1019,00;1,50;1528,50
"AUTOPISTA FERNÃO DIAS";"01/01/2018";"Crescente";"8 (Itatiaiuçu)";"N/I";"Categoria 5";"Passeio";181,00;2,00;362,00
"AUTOPISTA FERNÃO DIAS";"01/01/2018";"Decrescente";"8 (Itatiaiuçu)";"N/I";"Categoria 2";"Comercial";20476,00;2,00;40952,00
"AUTOPISTA FERNÃO DIAS";"01/01/2018";"Decrescente";"8 (Itatiaiuçu)";"N/I";"Categoria 4";"Comercial";29454,00;3,00;88362,00
"AUTOPISTA FERNÃO DIAS";"01/01/2018";"Decrescente";"8 (Itatiaiuçu)";"N/I";"Categoria 6";"Comercial";16993,00;4,00;67972,00
"AUTOPISTA FERNÃO DIAS";"01/01/2018";"Decrescente";"8 (Itatiaiuçu)";"N/I";"Categoria 7";"Comercial";15246,00;5,00;76230,00
"AUTOPISTA FERNÃO DIAS";"01/01/2018";"Decrescente";"8 (Itatiaiuçu)";"N/I";"Categoria 8";"Comercial";21191,00;6,00;127146,00
"AUTOPISTA FERNÃO DIAS";"01/01/2018";"Decrescente";"8 (Itatiaiuçu)";"N/I";"Outros";"Comercial";5698,00;6,00;34188,00
"AUTOPISTA FERNÃO DIAS";"01/01/2018";"Decrescente";"8 (Itatiaiuçu)";"N/I";"Categoria 9";"Moto";4131,00;0,50;2065,50
"AUTOPISTA FERNÃO DIAS";"01/01/2018";"Decrescente";"8 (Itatiaiuçu)";"N/I";"Categoria 1";"Passeio";165315,00;1,00;165315,00
"AUTOPISTA FERNÃO DIAS";"01/01/2018";"Decrescente";"8 (Itatiaiuçu)";"N/I";"Categoria 3";"Passeio";1028,00;1,50;1542,00
"AUTOPISTA FERNÃO DIAS";"01/01/2018";"Decrescente";"8 (Itatiaiuçu)";"N/I";"Categoria 5";"Passeio";161,00;2,00;322,00
"AUTOPISTA FERNÃO DIAS";"01/02/2018";"Decrescente";"1 Norte (Mairiporã)";"N/I";"Categoria 2";"Comercial";55197,00;2,00;110394,00
"AUTOPISTA FERNÃO DIAS";"01/02/2018";"Decrescente";"1 Norte (Mairiporã)";"N/I";"Categoria 4";"Comercial";36468,00;3,00;109404,00
"AUTOPISTA FERNÃO DIAS";"01/02/2018";"Decrescente";"1 Norte (Mairiporã)";"N/I";"Categoria 6";"Comercial";19828,00;4,00;79312,00
"AUTOPISTA FERNÃO DIAS";"01/02/2018";"Decrescente";"1 Norte (Mairiporã)";"N/I";"Categoria 7";"Comercial";15175,00;5,00;75875,00
"AUTOPISTA FERNÃO DIAS";"01/02/2018";"Decrescente";"1 Norte (Mairiporã)";"N/I";"Categoria 8";"Comercial";15089,00;6,00;90534,00
"AUTOPISTA FERNÃO DIAS";"01/02/2018";"Decrescente";"1 Norte (Mairiporã)";"N/I";"Outros";"Comercial";5707,00;6,00;34242,00
"AUTOPISTA FERNÃO DIAS";"01/02/2018";"Decrescente";"1 Norte (Mairiporã)";"N/I";"Categoria 9";"Moto";22298,00;0,50;11149,00
"AUTOPISTA FERNÃO DIAS";"01/02/2018";"Decrescente";"1 Norte (Mairiporã)";"N/I";"Categoria 1";"Passeio";678957,00;1,00;678957,00
"AUTOPISTA FERNÃO DIAS";"01/02/2018";"Decrescente";"1 Norte (Mairiporã)";"N/I";"Categoria 3";"Passeio";1531,00;1,50;2296,50
"AUTOPISTA FERNÃO DIAS";"01/02/2018";"Decrescente";"1 Norte (Mairiporã)";"N/I";"Categoria 5";"Passeio";151,00;2,00;302,00
