concessionaria;mes_ano;sentido;praca;tipo_de_cobranca;categoria;tipo_de_veiculo;volume_total;multiplicador_de_tarifa;volume_veiculo_equivalente
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Crescente";"1 Sul (Mairiporã)";"N/I";"Categoria 9";"Moto";18608,00;0,50;9304,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Crescente";"1 Sul (Mairiporã)";"N/I";"Categoria 1";"Passeio";734719,00;1,00;734719,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Crescente";"1 Sul (Mairiporã)";"N/I";"Categoria 3";"Passeio";1346,00;1,50;2019,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Crescente";"1 Sul (Mairiporã)";"N/I";"Categoria 5";"Passeio";68,00;2,00;136,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Crescente";"2 (Vargem)";"N/I";"Categoria 2";"Comercial";26807,00;2,00;53614,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Crescente";"2 (Vargem)";"N/I";"Categoria 4";"Comercial";45533,00;3,00;136599,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Crescente";"2 (Vargem)";"N/I";"Categoria 6";"Comercial";10989,00;4,00;43956,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Crescente";"2 (Vargem)";"N/I";"Categoria 7";"Comercial";31461,00;5,00;157305,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Crescente";"2 (Vargem)";"N/I";"Categoria 8";"Comercial";27247,00;6,00;163482,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Crescente";"2 (Vargem)";"N/I";"Outros";"Comercial";11461,00;6,00;68766,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Crescente";"2 (Vargem)";"N/I";"Categoria 9";"Moto";10175,00;0,50;5087,50
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Crescente";"2 (Vargem)";"N/I";"Categoria 1";"Passeio";317357,00;1,00;317357,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Crescente";"2 (Vargem)";"N/I";"Categoria 3";"Passeio";1232,00;1,50;1848,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Crescente";"2 (Vargem)";"N/I";"Categoria 5";"Passeio";104,00;2,00;208,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Decrescente";"2 (Vargem)";"N/I";"Categoria 2";"Comercial";27655,00;2,00;55310,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Decrescente";"2 (Vargem)";"N/I";"Categoria 4";"Comercial";47366,00;3,00;142098,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Decrescente";"2 (Vargem)";"N/I";"Categoria 6";"Comercial";11639,00;4,00;46556,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Decrescente";"2 (Vargem)";"N/I";"Categoria 7";"Comercial";31875,00;5,00;159375,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Decrescente";"2 (Vargem)";"N/I";"Categoria 8";"Comercial";27384,00;6,00;164304,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Decrescente";"2 (Vargem)";"N/I";"Outros";"Comercial";10225,00;6,00;61350,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Decrescente";"2 (Vargem)";"N/I";"Categoria 9";"Moto";9310,00;0,50;4655,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Decrescente";"2 (Vargem)";"N/I";"Categoria 1";"Passeio";261599,00;1,00;261599,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Decrescente";"2 (Vargem)";"N/I";"Categoria 3";"Passeio";1043,00;1,50;1564,50
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Decrescente";"2 (Vargem)";"N/I";"Categoria 5";"Passeio";94,00;2,00;188,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Crescente";"3 (Cambuí)";"N/I";"Categoria 2";"Comercial";22717,00;2,00;45434,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Crescente";"3 (Cambuí)";"N/I";"Categoria 4";"Comercial";41576,00;3,00;124728,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Crescente";"3 (Cambuí)";"N/I";"Categoria 6";"Comercial";10237,00;4,00;40948,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Crescente";"3 (Cambuí)";"N/I";"Categoria 7";"Comercial";29001,00;5,00;145005,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Crescente";"3 (Cambuí)";"N/I";"Categoria 8";"Comercial";26253,00;6,00;157518,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Crescente";"3 (Cambuí)";"N/I";"Outros";"Comercial";11344,00;6,00;68064,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Crescente";"3 (Cambuí)";"N/I";"Categoria 9";"Moto";5886,00;0,50;2943,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Crescente";"3 (Cambuí)";"N/I";"Categoria 1";"Passeio";225149,00;1,00;225149,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Crescente";"3 (Cambuí)";"N/I";"Categoria 3";"Passeio";1057,00;1,50;1585,50
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Crescente";"3 (Cambuí)";"N/I";"Categoria 5";"Passeio";98,00;2,00;196,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Decrescente";"3 (Cambuí)";"N/I";"Categoria 2";"Comercial";23649,00;2,00;47298,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Decrescente";"3 (Cambuí)";"N/I";"Categoria 4";"Comercial";43222,00;3,00;129666,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Decrescente";"3 (Cambuí)";"N/I";"Categoria 6";"Comercial";10255,00;4,00;41020,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Decrescente";"3 (Cambuí)";"N/I";"Categoria 7";"Comercial";29471,00;5,00;147355,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Decrescente";"3 (Cambuí)";"N/I";"Categoria 8";"Comercial";25946,00;6,00;155676,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Decrescente";"3 (Cambuí)";"N/I";"Outros";"Comercial";10846,00;6,00;65076,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Decrescente";"3 (Cambuí)";"N/I";"Categoria 9";"Moto";5336,00;0,50;2668,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Decrescente";"3 (Cambuí)";"N/I";"Categoria 1";"Passeio";179266,00;1,00;179266,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Decrescente";"3 (Cambuí)";"N/I";"Categoria 3";"Passeio";916,00;1,50;1374,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Decrescente";"3 (Cambuí)";"N/I";"Categoria 5";"Passeio";93,00;2,00;186,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Crescente";"4 (São Gonçalo)";"N/I";"Categoria 2";"Comercial";18782,00;2,00;37564,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Crescente";"4 (São Gonçalo)";"N/I";"Categoria 4";"Comercial";43990,00;3,00;131970,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Crescente";"4 (São Gonçalo)";"N/I";"Categoria 6";"Comercial";10831,00;4,00;43324,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Crescente";"4 (São Gonçalo)";"N/I";"Categoria 7";"Comercial";29640,00;5,00;148200,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Crescente";"4 (São Gonçalo)";"N/I";"Categoria 8";"Comercial";28428,00;6,00;170568,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Crescente";"4 (São Gonçalo)";"N/I";"Outros";"Comercial";12081,00;6,00;72486,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Crescente";"4 (São Gonçalo)";"N/I";"Categoria 9";"Moto";2512,00;0,50;1256,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Crescente";"4 (São Gonçalo)";"N/I";"Categoria 1";"Passeio";171186,00;1,00;171186,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Crescente";"4 (São Gonçalo)";"N/I";"Categoria 3";"Passeio";1048,00;1,50;1572,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Crescente";"4 (São Gonçalo)";"N/I";"Categoria 5";"Passeio";95,00;2,00;190,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Decrescente";"4 (São Gonçalo)";"N/I";"Categoria 2";"Comercial";19439,00;2,00;38878,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Decrescente";"4 (São Gonçalo)";"N/I";"Categoria 4";"Comercial";45780,00;3,00;137340,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Decrescente";"4 (São Gonçalo)";"N/I";"Categoria 6";"Comercial";10814,00;4,00;43256,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Decrescente";"4 (São Gonçalo)";"N/I";"Categoria 7";"Comercial";29772,00;5,00;148860,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Decrescente";"4 (São Gonçalo)";"N/I";"Categoria 8";"Comercial";27996,00;6,00;167976,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Decrescente";"4 (São Gonçalo)";"N/I";"Outros";"Comercial";11615,00;6,00;69690,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Decrescente";"4 (São Gonçalo)";"N/I";"Categoria 9";"Moto";2091,00;0,50;1045,50
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Decrescente";"4 (São Gonçalo)";"N/I";"Categoria 1";"Passeio";132737,00;1,00;132737,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Decrescente";"4 (São Gonçalo)";"N/I";"Categoria 3";"Passeio";970,00;1,50;1455,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Decrescente";"4 (São Gonçalo)";"N/I";"Categoria 5";"Passeio";98,00;2,00;196,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Crescente";"5 (Carmo da Cachoeira)";"N/I";"Categoria 2";"Comercial";16380,00;2,00;32760,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Crescente";"5 (Carmo da Cachoeira)";"N/I";"Categoria 4";"Comercial";42368,00;3,00;127104,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Crescente";"5 (Carmo da Cachoeira)";"N/I";"Categoria 6";"Comercial";10827,00;4,00;43308,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Crescente";"5 (Carmo da Cachoeira)";"N/I";"Categoria 7";"Comercial";28077,00;5,00;140385,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Crescente";"5 (Carmo da Cachoeira)";"N/I";"Categoria 8";"Comercial";28116,00;6,00;168696,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Crescente";"5 (Carmo da Cachoeira)";"N/I";"Outros";"Comercial";11670,00;6,00;70020,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Crescente";"5 (Carmo da Cachoeira)";"N/I";"Categoria 9";"Moto";2281,00;0,50;1140,50
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Crescente";"5 (Carmo da Cachoeira)";"N/I";"Categoria 1";"Passeio";157038,00;1,00;157038,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Crescente";"5 (Carmo da Cachoeira)";"N/I";"Categoria 3";"Passeio";1047,00;1,50;1570,50
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Crescente";"5 (Carmo da Cachoeira)";"N/I";"Categoria 5";"Passeio";102,00;2,00;204,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Decrescente";"5 (Carmo da Cachoeira)";"N/I";"Categoria 2";"Comercial";17243,00;2,00;34486,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Decrescente";"5 (Carmo da Cachoeira)";"N/I";"Categoria 4";"Comercial";44259,00;3,00;132777,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Decrescente";"5 (Carmo da Cachoeira)";"N/I";"Categoria 6";"Comercial";10872,00;4,00;43488,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Decrescente";"5 (Carmo da Cachoeira)";"N/I";"Categoria 7";"Comercial";27930,00;5,00;139650,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Decrescente";"5 (Carmo da Cachoeira)";"N/I";"Categoria 8";"Comercial";27639,00;6,00;165834,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Decrescente";"5 (Carmo da Cachoeira)";"N/I";"Outros";"Comercial";10729,00;6,00;64374,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Decrescente";"5 (Carmo da Cachoeira)";"N/I";"Categoria 9";"Moto";1968,00;0,50;984,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Decrescente";"5 (Carmo da Cachoeira)";"N/I";"Categoria 1";"Passeio";123826,00;1,00;123826,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Decrescente";"5 (Carmo da Cachoeira)";"N/I";"Categoria 3";"Passeio";940,00;1,50;1410,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Decrescente";"5 (Carmo da Cachoeira)";"N/I";"Categoria 5";"Passeio";94,00;2,00;188,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Crescente";"6 (Santo Antônio do Amparo)";"N/I";"Categoria 2";"Comercial";14797,00;2,00;29594,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Crescente";"6 (Santo Antônio do Amparo)";"N/I";"Categoria 4";"Comercial";37162,00;3,00;111486,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Crescente";"6 (Santo Antônio do Amparo)";"N/I";"Categoria 6";"Comercial";10483,00;4,00;41932,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Crescente";"6 (Santo Antônio do Amparo)";"N/I";"Categoria 7";"Comercial";24971,00;5,00;124855,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Crescente";"6 (Santo Antônio do Amparo)";"N/I";"Categoria 8";"Comercial";21066,00;6,00;126396,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Crescente";"6 (Santo Antônio do Amparo)";"N/I";"Outros";"Comercial";7504,00;6,00;45024,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Crescente";"6 (Santo Antônio do Amparo)";"N/I";"Categoria 9";"Moto";2170,00;0,50;1085,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Crescente";"6 (Santo Antônio do Amparo)";"N/I";"Categoria 1";"Passeio";135578,00;1,00;135578,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Crescente";"6 (Santo Antônio do Amparo)";"N/I";"Categoria 3";"Passeio";943,00;1,50;1414,50
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Crescente";"6 (Santo Antônio do Amparo)";"N/I";"Categoria 5";"Passeio";103,00;2,00;206,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Decrescente";"6 (Santo Antônio do Amparo)";"N/I";"Categoria 2";"Comercial";15583,00;2,00;31166,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Decrescente";"6 (Santo Antônio do Amparo)";"N/I";"Categoria 4";"Comercial";39772,00;3,00;119316,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Decrescente";"6 (Santo Antônio do Amparo)";"N/I";"Categoria 6";"Comercial";10456,00;4,00;41824,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Decrescente";"6 (Santo Antônio do Amparo)";"N/I";"Categoria 7";"Comercial";25363,00;5,00;126815,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Decrescente";"6 (Santo Antônio do Amparo)";"N/I";"Categoria 8";"Comercial";22726,00;6,00;136356,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Decrescente";"6 (Santo Antônio do Amparo)";"N/I";"Outros";"Comercial";7198,00;6,00;43188,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Decrescente";"6 (Santo Antônio do Amparo)";"N/I";"Categoria 9";"Moto";1880,00;0,50;940,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Decrescente";"6 (Santo Antônio do Amparo)";"N/I";"Categoria 1";"Passeio";108406,00;1,00;108406,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Decrescente";"6 (Santo Antônio do Amparo)";"N/I";"Categoria 3";"Passeio";845,00;1,50;1267,50
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Decrescente";"6 (Santo Antônio do Amparo)";"N/I";"Categoria 5";"Passeio";99,00;2,00;198,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Crescente";"7 (Carmópolis de Minas)";"N/I";"Categoria 2";"Comercial";16072,00;2,00;32144,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Crescente";"7 (Carmópolis de Minas)";"N/I";"Categoria 4";"Comercial";38829,00;3,00;116487,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Crescente";"7 (Carmópolis de Minas)";"N/I";"Categoria 6";"Comercial";10243,00;4,00;40972,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Crescente";"7 (Carmópolis de Minas)";"N/I";"Categoria 7";"Comercial";25663,00;5,00;128315,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Crescente";"7 (Carmópolis de Minas)";"N/I";"Categoria 8";"Comercial";21564,00;6,00;129384,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Crescente";"7 (Carmópolis de Minas)";"N/I";"Outros";"Comercial";7758,00;6,00;46548,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Crescente";"7 (Carmópolis de Minas)";"N/I";"Categoria 9";"Moto";2967,00;0,50;1483,50
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Crescente";"7 (Carmópolis de Minas)";"N/I";"Categoria 1";"Passeio";140196,00;1,00;140196,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Crescente";"7 (Carmópolis de Minas)";"N/I";"Categoria 3";"Passeio";944,00;1,50;1416,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Crescente";"7 (Carmópolis de Minas)";"N/I";"Categoria 5";"Passeio";101,00;2,00;202,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Decrescente";"7 (Carmópolis de Minas)";"N/I";"Categoria 2";"Comercial";16773,00;2,00;33546,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Decrescente";"7 (Carmópolis de Minas)";"N/I";"Categoria 4";"Comercial";41074,00;3,00;123222,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Decrescente";"7 (Carmópolis de Minas)";"N/I";"Categoria 6";"Comercial";10436,00;4,00;41744,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Decrescente";"7 (Carmópolis de Minas)";"N/I";"Categoria 7";"Comercial";25911,00;5,00;129555,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Decrescente";"7 (Carmópolis de Minas)";"N/I";"Categoria 8";"Comercial";22766,00;6,00;136596,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Decrescente";"7 (Carmópolis de Minas)";"N/I";"Outros";"Comercial";7229,00;6,00;43374,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Decrescente";"7 (Carmópolis de Minas)";"N/I";"Categoria 9";"Moto";2732,00;0,50;1366,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Decrescente";"7 (Carmópolis de Minas)";"N/I";"Categoria 1";"Passeio";116131,00;1,00;116131,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Decrescente";"7 (Carmópolis de Minas)";"N/I";"Categoria 3";"Passeio";888,00;1,50;1332,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Decrescente";"7 (Carmópolis de Minas)";"N/I";"Categoria 5";"Passeio";98,00;2,00;196,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Crescente";"8 (Itatiaiuçu)";"N/I";"Categoria 2";"Comercial";17223,00;2,00;34446,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Crescente";"8 (Itatiaiuçu)";"N/I";"Categoria 4";"Comercial";38083,00;3,00;114249,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Crescente";"8 (Itatiaiuçu)";"N/I";"Categoria 6";"Comercial";10061,00;4,00;40244,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Crescente";"8 (Itatiaiuçu)";"N/I";"Categoria 7";"Comercial";25239,00;5,00;126195,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Crescente";"8 (Itatiaiuçu)";"N/I";"Categoria 8";"Comercial";20956,00;6,00;125736,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Crescente";"8 (Itatiaiuçu)";"N/I";"Outros";"Comercial";7617,00;6,00;45702,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Crescente";"8 (Itatiaiuçu)";"N/I";"Categoria 9";"Moto";3497,00;0,50;1748,50
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Crescente";"8 (Itatiaiuçu)";"N/I";"Categoria 1";"Passeio";159024,00;1,00;159024,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Crescente";"8 (Itatiaiuçu)";"N/I";"Categoria 3";"Passeio";991,00;1,50;1486,50
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Crescente";"8 (Itatiaiuçu)";"N/I";"Categoria 5";"Passeio";111,00;2,00;222,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Decrescente";"8 (Itatiaiuçu)";"N/I";"Categoria 2";"Comercial";18163,00;2,00;36326,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Decrescente";"8 (Itatiaiuçu)";"N/I";"Categoria 4";"Comercial";40491,00;3,00;121473,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Decrescente";"8 (Itatiaiuçu)";"N/I";"Categoria 6";"Comercial";10225,00;4,00;40900,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Decrescente";"8 (Itatiaiuçu)";"N/I";"Categoria 7";"Comercial";25725,00;5,00;128625,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Decrescente";"8 (Itatiaiuçu)";"N/I";"Categoria 8";"Comercial";22472,00;6,00;134832,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Decrescente";"8 (Itatiaiuçu)";"N/I";"Outros";"Comercial";7173,00;6,00;43038,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Decrescente";"8 (Itatiaiuçu)";"N/I";"Categoria 9";"Moto";3462,00;0,50;1731,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Decrescente";"8 (Itatiaiuçu)";"N/I";"Categoria 1";"Passeio";139597,00;1,00;139597,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Decrescente";"8 (Itatiaiuçu)";"N/I";"Categoria 3";"Passeio";978,00;1,50;1467,00
"AUTOPISTA FERNÃO DIAS";"01/01/2012";"Decrescente";"8 (Itatiaiuçu)";"N/I";"Categoria 5";"Passeio";106,00;2,00;212,00
"AUTOPISTA FERNÃO DIAS";"01/02/2012";"Decrescente";"1 Norte (Mairiporã)";"N/I";"Categoria 2";"Comercial";49624,00;2,00;99248,00
"AUTOPISTA FERNÃO DIAS";"01/02/2012";"Decrescente";"1 Norte (Mairiporã)";"N/I";"Categoria 4";"Comercial";52612,00;3,00;157836,00
"AUTOPISTA FERNÃO DIAS";"01/02/2012";"Decrescente";"1 Norte (Mairiporã)";"N/I";"Categoria 6";"Comercial";7656,00;4,00;30624,00
"AUTOPISTA FERNÃO DIAS";"01/02/2012";"Decrescente";"1 Norte (Mairiporã)";"N/I";"Categoria 7";"Comercial";29487,00;5,00;147435,00
"AUTOPISTA FERNÃO DIAS";"01/02/2012";"Decrescente";"1 Norte (Mairiporã)";"N/I";"Categoria 8";"Comercial";21703,00;6,00;130218,00
"AUTOPISTA FERNÃO DIAS";"01/02/2012";"Decrescente";"1 Norte (Mairiporã)";"N/I";"Outros";"Comercial";8658,00;6,00;51948,00
"AUTOPISTA FERNÃO DIAS";"01/02/2012";"Decrescente";"1 Norte (Mairiporã)";"N/I";"Categoria 9";"Moto";24246,00;0,50;12123,00
"AUTOPISTA FERNÃO DIAS";"01/02/2012";"Decrescente";"1 Norte (Mairiporã)";"N/I";"Categoria 1";"Passeio";681489,00;1,00;681489,00
"AUTOPISTA FERNÃO DIAS";"01/02/2012";"Decrescente";"1 Norte (Mairiporã)";"N/I";"Categoria 3";"Passeio";1400,00;1,50;2100,00
"AUTOPISTA FERNÃO DIAS";"01/02/2012";"Decrescente";"1 Norte (Mairiporã)";"N/I";"Categoria 5";"Passeio";77,00;2,00;154,00
