concessionaria;mes_ano;sentido;praca;tipo_de_cobranca;categoria;tipo_de_veiculo;volume_total;multiplicador_de_tarifa;volume_veiculo_equivalente
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Crescente";"1 Sul (Mairiporã)";"N/I";"Categoria 8";"Comercial";13797,00;6,00;82782,00
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Crescente";"1 Sul (Mairiporã)";"N/I";"Outros";"Comercial";5732,00;6,00;34392,00
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Crescente";"1 Sul (Mairiporã)";"N/I";"Categoria 9";"Moto";21495,00;0,50;10747,50
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Crescente";"1 Sul (Mairiporã)";"N/I";"Categoria 1";"Passeio";866535,00;1,00;866535,00
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Crescente";"1 Sul (Mairiporã)";"N/I";"Categoria 3";"Passeio";1748,00;1,50;2622,00
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Crescente";"1 Sul (Mairiporã)";"N/I";"Categoria 5";"Passeio";490,00;2,00;980,00
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Crescente";"2 (Vargem)";"N/I";"Categoria 2";"Comercial";31278,00;2,00;62556,00
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Crescente";"2 (Vargem)";"N/I";"Categoria 4";"Comercial";32873,00;3,00;98619,00
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Crescente";"2 (Vargem)";"N/I";"Categoria 6";"Comercial";22166,00;4,00;88664,00
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Crescente";"2 (Vargem)";"N/I";"Categoria 7";"Comercial";16526,00;5,00;82630,00
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Crescente";"2 (Vargem)";"N/I";"Categoria 8";"Comercial";21919,00;6,00;131514,00
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Crescente";"2 (Vargem)";"N/I";"Outros";"Comercial";8337,00;6,00;50022,00
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Crescente";"2 (Vargem)";"N/I";"Categoria 9";"Moto";10348,00;0,50;5174,00
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Crescente";"2 (Vargem)";"N/I";"Categoria 1";"Passeio";397918,00;1,00;397918,00
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Crescente";"2 (Vargem)";"N/I";"Categoria 3";"Passeio";1399,00;1,50;2098,50
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Crescente";"2 (Vargem)";"N/I";"Categoria 5";"Passeio";191,00;2,00;382,00
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Decrescente";"2 (Vargem)";"N/I";"Categoria 2";"Comercial";29399,00;2,00;58798,00
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Decrescente";"2 (Vargem)";"N/I";"Categoria 4";"Comercial";33845,00;3,00;101535,00
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Decrescente";"2 (Vargem)";"N/I";"Categoria 6";"Comercial";20922,00;4,00;83688,00
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Decrescente";"2 (Vargem)";"N/I";"Categoria 7";"Comercial";19309,00;5,00;96545,00
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Decrescente";"2 (Vargem)";"N/I";"Categoria 8";"Comercial";22063,00;6,00;132378,00
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Decrescente";"2 (Vargem)";"N/I";"Outros";"Comercial";6411,00;6,00;38466,00
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Decrescente";"2 (Vargem)";"N/I";"Categoria 9";"Moto";9295,00;0,50;4647,50
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Decrescente";"2 (Vargem)";"N/I";"Categoria 1";"Passeio";319954,00;1,00;319954,00
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Decrescente";"2 (Vargem)";"N/I";"Categoria 3";"Passeio";985,00;1,50;1477,50
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Decrescente";"2 (Vargem)";"N/I";"Categoria 5";"Passeio";164,00;2,00;328,00
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Crescente";"3 (Cambuí)";"N/I";"Categoria 2";"Comercial";25999,00;2,00;51998,00
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Crescente";"3 (Cambuí)";"N/I";"Categoria 4";"Comercial";30303,00;3,00;90909,00
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Crescente";"3 (Cambuí)";"N/I";"Categoria 6";"Comercial";19231,00;4,00;76924,00
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Crescente";"3 (Cambuí)";"N/I";"Categoria 7";"Comercial";15294,00;5,00;76470,00
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Crescente";"3 (Cambuí)";"N/I";"Categoria 8";"Comercial";21997,00;6,00;131982,00
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Crescente";"3 (Cambuí)";"N/I";"Outros";"Comercial";8447,00;6,00;50682,00
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Crescente";"3 (Cambuí)";"N/I";"Categoria 9";"Moto";5364,00;0,50;2682,00
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Crescente";"3 (Cambuí)";"N/I";"Categoria 1";"Passeio";282946,00;1,00;282946,00
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Crescente";"3 (Cambuí)";"N/I";"Categoria 3";"Passeio";1243,00;1,50;1864,50
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Crescente";"3 (Cambuí)";"N/I";"Categoria 5";"Passeio";171,00;2,00;342,00
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Decrescente";"3 (Cambuí)";"N/I";"Categoria 2";"Comercial";24782,00;2,00;49564,00
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Decrescente";"3 (Cambuí)";"N/I";"Categoria 4";"Comercial";31592,00;3,00;94776,00
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Decrescente";"3 (Cambuí)";"N/I";"Categoria 6";"Comercial";18604,00;4,00;74416,00
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Decrescente";"3 (Cambuí)";"N/I";"Categoria 7";"Comercial";17709,00;5,00;88545,00
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Decrescente";"3 (Cambuí)";"N/I";"Categoria 8";"Comercial";21262,00;6,00;127572,00
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Decrescente";"3 (Cambuí)";"N/I";"Outros";"Comercial";6312,00;6,00;37872,00
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Decrescente";"3 (Cambuí)";"N/I";"Categoria 9";"Moto";5024,00;0,50;2512,00
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Decrescente";"3 (Cambuí)";"N/I";"Categoria 1";"Passeio";217737,00;1,00;217737,00
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Decrescente";"3 (Cambuí)";"N/I";"Categoria 3";"Passeio";1037,00;1,50;1555,50
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Decrescente";"3 (Cambuí)";"N/I";"Categoria 5";"Passeio";178,00;2,00;356,00
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Crescente";"4 (São Gonçalo)";"N/I";"Categoria 2";"Comercial";23439,00;2,00;46878,00
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Crescente";"4 (São Gonçalo)";"N/I";"Categoria 4";"Comercial";32179,00;3,00;96537,00
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Crescente";"4 (São Gonçalo)";"N/I";"Categoria 6";"Comercial";17167,00;4,00;68668,00
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Crescente";"4 (São Gonçalo)";"N/I";"Categoria 7";"Comercial";16815,00;5,00;84075,00
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Crescente";"4 (São Gonçalo)";"N/I";"Categoria 8";"Comercial";24452,00;6,00;146712,00
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Crescente";"4 (São Gonçalo)";"N/I";"Outros";"Comercial";8461,00;6,00;50766,00
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Crescente";"4 (São Gonçalo)";"N/I";"Categoria 9";"Moto";2909,00;0,50;1454,50
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Crescente";"4 (São Gonçalo)";"N/I";"Categoria 1";"Passeio";216267,00;1,00;216267,00
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Crescente";"4 (São Gonçalo)";"N/I";"Categoria 3";"Passeio";1237,00;1,50;1855,50
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Crescente";"4 (São Gonçalo)";"N/I";"Categoria 5";"Passeio";149,00;2,00;298,00
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Decrescente";"4 (São Gonçalo)";"N/I";"Categoria 2";"Comercial";21619,00;2,00;43238,00
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Decrescente";"4 (São Gonçalo)";"N/I";"Categoria 4";"Comercial";34422,00;3,00;103266,00
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Decrescente";"4 (São Gonçalo)";"N/I";"Categoria 6";"Comercial";19531,00;4,00;78124,00
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Decrescente";"4 (São Gonçalo)";"N/I";"Categoria 7";"Comercial";17750,00;5,00;88750,00
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Decrescente";"4 (São Gonçalo)";"N/I";"Categoria 8";"Comercial";22627,00;6,00;135762,00
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Decrescente";"4 (São Gonçalo)";"N/I";"Outros";"Comercial";6092,00;6,00;36552,00
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Decrescente";"4 (São Gonçalo)";"N/I";"Categoria 9";"Moto";2512,00;0,50;1256,00
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Decrescente";"4 (São Gonçalo)";"N/I";"Categoria 1";"Passeio";159286,00;1,00;159286,00
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Decrescente";"4 (São Gonçalo)";"N/I";"Categoria 3";"Passeio";989,00;1,50;1483,50
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Decrescente";"4 (São Gonçalo)";"N/I";"Categoria 5";"Passeio";175,00;2,00;350,00
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Crescente";"5 (Carmo da Cachoeira)";"N/I";"Categoria 2";"Comercial";20710,00;2,00;41420,00
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Crescente";"5 (Carmo da Cachoeira)";"N/I";"Categoria 4";"Comercial";30876,00;3,00;92628,00
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Crescente";"5 (Carmo da Cachoeira)";"N/I";"Categoria 6";"Comercial";18094,00;4,00;72376,00
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Crescente";"5 (Carmo da Cachoeira)";"N/I";"Categoria 7";"Comercial";14312,00;5,00;71560,00
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Crescente";"5 (Carmo da Cachoeira)";"N/I";"Categoria 8";"Comercial";26270,00;6,00;157620,00
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Crescente";"5 (Carmo da Cachoeira)";"N/I";"Outros";"Comercial";9176,00;6,00;55056,00
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Crescente";"5 (Carmo da Cachoeira)";"N/I";"Categoria 9";"Moto";2426,00;0,50;1213,00
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Crescente";"5 (Carmo da Cachoeira)";"N/I";"Categoria 1";"Passeio";196077,00;1,00;196077,00
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Crescente";"5 (Carmo da Cachoeira)";"N/I";"Categoria 3";"Passeio";1143,00;1,50;1714,50
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Crescente";"5 (Carmo da Cachoeira)";"N/I";"Categoria 5";"Passeio";143,00;2,00;286,00
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Decrescente";"5 (Carmo da Cachoeira)";"N/I";"Categoria 2";"Comercial";19844,00;2,00;39688,00
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Decrescente";"5 (Carmo da Cachoeira)";"N/I";"Categoria 4";"Comercial";34375,00;3,00;103125,00
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Decrescente";"5 (Carmo da Cachoeira)";"N/I";"Categoria 6";"Comercial";20379,00;4,00;81516,00
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Decrescente";"5 (Carmo da Cachoeira)";"N/I";"Categoria 7";"Comercial";16875,00;5,00;84375,00
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Decrescente";"5 (Carmo da Cachoeira)";"N/I";"Categoria 8";"Comercial";22060,00;6,00;132360,00
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Decrescente";"5 (Carmo da Cachoeira)";"N/I";"Outros";"Comercial";5576,00;6,00;33456,00
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Decrescente";"5 (Carmo da Cachoeira)";"N/I";"Categoria 9";"Moto";2159,00;0,50;1079,50
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Decrescente";"5 (Carmo da Cachoeira)";"N/I";"Categoria 1";"Passeio";148343,00;1,00;148343,00
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Decrescente";"5 (Carmo da Cachoeira)";"N/I";"Categoria 3";"Passeio";930,00;1,50;1395,00
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Decrescente";"5 (Carmo da Cachoeira)";"N/I";"Categoria 5";"Passeio";151,00;2,00;302,00
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Crescente";"6 (Santo Antônio do Amparo)";"N/I";"Categoria 2";"Comercial";18391,00;2,00;36782,00
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Crescente";"6 (Santo Antônio do Amparo)";"N/I";"Categoria 4";"Comercial";26950,00;3,00;80850,00
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Crescente";"6 (Santo Antônio do Amparo)";"N/I";"Categoria 6";"Comercial";16668,00;4,00;66672,00
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Crescente";"6 (Santo Antônio do Amparo)";"N/I";"Categoria 7";"Comercial";12018,00;5,00;60090,00
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Crescente";"6 (Santo Antônio do Amparo)";"N/I";"Categoria 8";"Comercial";17565,00;6,00;105390,00
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Crescente";"6 (Santo Antônio do Amparo)";"N/I";"Outros";"Comercial";5075,00;6,00;30450,00
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Crescente";"6 (Santo Antônio do Amparo)";"N/I";"Categoria 9";"Moto";2421,00;0,50;1210,50
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Crescente";"6 (Santo Antônio do Amparo)";"N/I";"Categoria 1";"Passeio";170844,00;1,00;170844,00
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Crescente";"6 (Santo Antônio do Amparo)";"N/I";"Categoria 3";"Passeio";1026,00;1,50;1539,00
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Crescente";"6 (Santo Antônio do Amparo)";"N/I";"Categoria 5";"Passeio";145,00;2,00;290,00
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Decrescente";"6 (Santo Antônio do Amparo)";"N/I";"Categoria 2";"Comercial";16638,00;2,00;33276,00
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Decrescente";"6 (Santo Antônio do Amparo)";"N/I";"Categoria 4";"Comercial";29512,00;3,00;88536,00
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Decrescente";"6 (Santo Antônio do Amparo)";"N/I";"Categoria 6";"Comercial";15226,00;4,00;60904,00
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Decrescente";"6 (Santo Antônio do Amparo)";"N/I";"Categoria 7";"Comercial";14858,00;5,00;74290,00
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Decrescente";"6 (Santo Antônio do Amparo)";"N/I";"Categoria 8";"Comercial";19594,00;6,00;117564,00
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Decrescente";"6 (Santo Antônio do Amparo)";"N/I";"Outros";"Comercial";4776,00;6,00;28656,00
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Decrescente";"6 (Santo Antônio do Amparo)";"N/I";"Categoria 9";"Moto";2179,00;0,50;1089,50
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Decrescente";"6 (Santo Antônio do Amparo)";"N/I";"Categoria 1";"Passeio";129484,00;1,00;129484,00
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Decrescente";"6 (Santo Antônio do Amparo)";"N/I";"Categoria 3";"Passeio";842,00;1,50;1263,00
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Decrescente";"6 (Santo Antônio do Amparo)";"N/I";"Categoria 5";"Passeio";156,00;2,00;312,00
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Crescente";"7 (Carmópolis de Minas)";"N/I";"Categoria 2";"Comercial";18010,00;2,00;36020,00
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Crescente";"7 (Carmópolis de Minas)";"N/I";"Categoria 4";"Comercial";25826,00;3,00;77478,00
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Crescente";"7 (Carmópolis de Minas)";"N/I";"Categoria 6";"Comercial";16336,00;4,00;65344,00
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Crescente";"7 (Carmópolis de Minas)";"N/I";"Categoria 7";"Comercial";11876,00;5,00;59380,00
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Crescente";"7 (Carmópolis de Minas)";"N/I";"Categoria 8";"Comercial";17055,00;6,00;102330,00
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Crescente";"7 (Carmópolis de Minas)";"N/I";"Outros";"Comercial";4984,00;6,00;29904,00
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Crescente";"7 (Carmópolis de Minas)";"N/I";"Categoria 9";"Moto";3593,00;0,50;1796,50
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Crescente";"7 (Carmópolis de Minas)";"N/I";"Categoria 1";"Passeio";171525,00;1,00;171525,00
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Crescente";"7 (Carmópolis de Minas)";"N/I";"Categoria 3";"Passeio";957,00;1,50;1435,50
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Crescente";"7 (Carmópolis de Minas)";"N/I";"Categoria 5";"Passeio";126,00;2,00;252,00
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Decrescente";"7 (Carmópolis de Minas)";"N/I";"Categoria 2";"Comercial";16402,00;2,00;32804,00
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Decrescente";"7 (Carmópolis de Minas)";"N/I";"Categoria 4";"Comercial";28328,00;3,00;84984,00
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Decrescente";"7 (Carmópolis de Minas)";"N/I";"Categoria 6";"Comercial";14908,00;4,00;59632,00
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Decrescente";"7 (Carmópolis de Minas)";"N/I";"Categoria 7";"Comercial";14439,00;5,00;72195,00
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Decrescente";"7 (Carmópolis de Minas)";"N/I";"Categoria 8";"Comercial";18918,00;6,00;113508,00
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Decrescente";"7 (Carmópolis de Minas)";"N/I";"Outros";"Comercial";4614,00;6,00;27684,00
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Decrescente";"7 (Carmópolis de Minas)";"N/I";"Categoria 9";"Moto";3417,00;0,50;1708,50
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Decrescente";"7 (Carmópolis de Minas)";"N/I";"Categoria 1";"Passeio";133608,00;1,00;133608,00
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Decrescente";"7 (Carmópolis de Minas)";"N/I";"Categoria 3";"Passeio";858,00;1,50;1287,00
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Decrescente";"7 (Carmópolis de Minas)";"N/I";"Categoria 5";"Passeio";147,00;2,00;294,00
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Crescente";"8 (Itatiaiuçu)";"N/I";"Categoria 2";"Comercial";20398,00;2,00;40796,00
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Crescente";"8 (Itatiaiuçu)";"N/I";"Categoria 4";"Comercial";26661,00;3,00;79983,00
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Crescente";"8 (Itatiaiuçu)";"N/I";"Categoria 6";"Comercial";16908,00;4,00;67632,00
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Crescente";"8 (Itatiaiuçu)";"N/I";"Categoria 7";"Comercial";11831,00;5,00;59155,00
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Crescente";"8 (Itatiaiuçu)";"N/I";"Categoria 8";"Comercial";16988,00;6,00;101928,00
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Crescente";"8 (Itatiaiuçu)";"N/I";"Outros";"Comercial";4993,00;6,00;29958,00
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Crescente";"8 (Itatiaiuçu)";"N/I";"Categoria 9";"Moto";3424,00;0,50;1712,00
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Crescente";"8 (Itatiaiuçu)";"N/I";"Categoria 1";"Passeio";195167,00;1,00;195167,00
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Crescente";"8 (Itatiaiuçu)";"N/I";"Categoria 3";"Passeio";1153,00;1,50;1729,50
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Crescente";"8 (Itatiaiuçu)";"N/I";"Categoria 5";"Passeio";164,00;2,00;328,00
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Decrescente";"8 (Itatiaiuçu)";"N/I";"Categoria 2";"Comercial";19434,00;2,00;38868,00
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Decrescente";"8 (Itatiaiuçu)";"N/I";"Categoria 4";"Comercial";29010,00;3,00;87030,00
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Decrescente";"8 (Itatiaiuçu)";"N/I";"Categoria 6";"Comercial";15011,00;4,00;60044,00
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Decrescente";"8 (Itatiaiuçu)";"N/I";"Categoria 7";"Comercial";14551,00;5,00;72755,00
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Decrescente";"8 (Itatiaiuçu)";"N/I";"Categoria 8";"Comercial";18412,00;6,00;110472,00
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Decrescente";"8 (Itatiaiuçu)";"N/I";"Outros";"Comercial";4214,00;6,00;25284,00
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Decrescente";"8 (Itatiaiuçu)";"N/I";"Categoria 9";"Moto";3335,00;0,50;1667,50
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Decrescente";"8 (Itatiaiuçu)";"N/I";"Categoria 1";"Passeio";162000,00;1,00;162000,00
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Decrescente";"8 (Itatiaiuçu)";"N/I";"Categoria 3";"Passeio";1071,00;1,50;1606,50
"AUTOPISTA FERNÃO DIAS";"01/01/2016";"Decrescente";"8 (Itatiaiuçu)";"N/I";"Categoria 5";"Passeio";173,00;2,00;346,00
"AUTOPISTA FERNÃO DIAS";"01/02/2016";"Decrescente";"1 Norte (Mairiporã)";"N/I";"Categoria 2";"Comercial";58404,00;2,00;116808,00
"AUTOPISTA FERNÃO DIAS";"01/02/2016";"Decrescente";"1 Norte (Mairiporã)";"N/I";"Categoria 4";"Comercial";39059,00;3,00;117177,00
"AUTOPISTA FERNÃO DIAS";"01/02/2016";"Decrescente";"1 Norte (Mairiporã)";"N/I";"Categoria 6";"Comercial";21059,00;4,00;84236,00
"AUTOPISTA FERNÃO DIAS";"01/02/2016";"Decrescente";"1 Norte (Mairiporã)";"N/I";"Categoria 7";"Comercial";15373,00;5,00;76865,00
"AUTOPISTA FERNÃO DIAS";"01/02/2016";"Decrescente";"1 Norte (Mairiporã)";"N/I";"Categoria 8";"Comercial";13937,00;6,00;83622,00
"AUTOPISTA FERNÃO DIAS";"01/02/2016";"Decrescente";"1 Norte (Mairiporã)";"N/I";"Outros";"Comercial";4281,00;6,00;25686,00
"AUTOPISTA FERNÃO DIAS";"01/02/2016";"Decrescente";"1 Norte (Mairiporã)";"N/I";"Categoria 9";"Moto";23434,00;0,50;11717,00
"AUTOPISTA FERNÃO DIAS";"01/02/2016";"Decrescente";"1 Norte (Mairiporã)";"N/I";"Categoria 1";"Passeio";749885,00;1,00;749885,00
"AUTOPISTA FERNÃO DIAS";"01/02/2016";"Decrescente";"1 Norte (Mairiporã)";"N/I";"Categoria 3";"Passeio";1546,00;1,50;2319,00
"AUTOPISTA FERNÃO DIAS";"01/02/2016";"Decrescente";"1 Norte (Mairiporã)";"N/I";"Categoria 5";"Passeio";423,00;2,00;846,00
