concessionaria;mes_ano;sentido;praca;tipo_de_cobranca;categoria;tipo_de_veiculo;volume_total;multiplicador_de_tarifa;volume_veiculo_equivalente
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Decrescente";"2 (Vargem)";"N/I";"Categoria 6";"Comercial";25850,00;4,00;103400,00
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Decrescente";"2 (Vargem)";"N/I";"Categoria 7";"Comercial";22260,00;5,00;111300,00
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Decrescente";"2 (Vargem)";"N/I";"Categoria 8";"Comercial";35608,00;6,00;213648,00
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Decrescente";"2 (Vargem)";"N/I";"Outros";"Comercial";10155,00;6,00;60930,00
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Decrescente";"2 (Vargem)";"N/I";"Categoria 9";"Moto";10514,00;0,50;5257,00
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Decrescente";"2 (Vargem)";"N/I";"Categoria 1";"Passeio";349660,00;1,00;349660,00
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Decrescente";"2 (Vargem)";"N/I";"Categoria 3";"Passeio";1321,00;1,50;1981,50
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Decrescente";"2 (Vargem)";"N/I";"Categoria 5";"Passeio";200,00;2,00;400,00
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Crescente";"3 (Cambuí)";"N/I";"Categoria 2";"Comercial";30015,00;2,00;60030,00
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Crescente";"3 (Cambuí)";"N/I";"Categoria 4";"Comercial";31294,00;3,00;93882,00
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Crescente";"3 (Cambuí)";"N/I";"Categoria 6";"Comercial";23295,00;4,00;93180,00
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Crescente";"3 (Cambuí)";"N/I";"Categoria 7";"Comercial";16380,00;5,00;81900,00
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Crescente";"3 (Cambuí)";"N/I";"Categoria 8";"Comercial";36134,00;6,00;216804,00
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Crescente";"3 (Cambuí)";"N/I";"Outros";"Comercial";11591,00;6,00;69546,00
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Crescente";"3 (Cambuí)";"N/I";"Categoria 9";"Moto";6304,00;0,50;3152,00
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Crescente";"3 (Cambuí)";"N/I";"Categoria 1";"Passeio";290977,00;1,00;290977,00
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Crescente";"3 (Cambuí)";"N/I";"Categoria 3";"Passeio";1302,00;1,50;1953,00
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Crescente";"3 (Cambuí)";"N/I";"Categoria 5";"Passeio";202,00;2,00;404,00
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Decrescente";"3 (Cambuí)";"N/I";"Categoria 2";"Comercial";28417,00;2,00;56834,00
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Decrescente";"3 (Cambuí)";"N/I";"Categoria 4";"Comercial";33696,00;3,00;101088,00
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Decrescente";"3 (Cambuí)";"N/I";"Categoria 6";"Comercial";21825,00;4,00;87300,00
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Decrescente";"3 (Cambuí)";"N/I";"Categoria 7";"Comercial";19763,00;5,00;98815,00
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Decrescente";"3 (Cambuí)";"N/I";"Categoria 8";"Comercial";33223,00;6,00;199338,00
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Decrescente";"3 (Cambuí)";"N/I";"Outros";"Comercial";9635,00;6,00;57810,00
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Decrescente";"3 (Cambuí)";"N/I";"Categoria 9";"Moto";5720,00;0,50;2860,00
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Decrescente";"3 (Cambuí)";"N/I";"Categoria 1";"Passeio";228984,00;1,00;228984,00
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Decrescente";"3 (Cambuí)";"N/I";"Categoria 3";"Passeio";1039,00;1,50;1558,50
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Decrescente";"3 (Cambuí)";"N/I";"Categoria 5";"Passeio";177,00;2,00;354,00
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Crescente";"4 (São Gonçalo)";"N/I";"Categoria 2";"Comercial";26887,00;2,00;53774,00
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Crescente";"4 (São Gonçalo)";"N/I";"Categoria 4";"Comercial";32267,00;3,00;96801,00
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Crescente";"4 (São Gonçalo)";"N/I";"Categoria 6";"Comercial";21942,00;4,00;87768,00
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Crescente";"4 (São Gonçalo)";"N/I";"Categoria 7";"Comercial";15496,00;5,00;77480,00
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Crescente";"4 (São Gonçalo)";"N/I";"Categoria 8";"Comercial";38800,00;6,00;232800,00
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Crescente";"4 (São Gonçalo)";"N/I";"Outros";"Comercial";11717,00;6,00;70302,00
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Crescente";"4 (São Gonçalo)";"N/I";"Categoria 9";"Moto";3372,00;0,50;1686,00
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Crescente";"4 (São Gonçalo)";"N/I";"Categoria 1";"Passeio";222104,00;1,00;222104,00
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Crescente";"4 (São Gonçalo)";"N/I";"Categoria 3";"Passeio";1184,00;1,50;1776,00
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Crescente";"4 (São Gonçalo)";"N/I";"Categoria 5";"Passeio";187,00;2,00;374,00
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Decrescente";"4 (São Gonçalo)";"N/I";"Categoria 2";"Comercial";24545,00;2,00;49090,00
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Decrescente";"4 (São Gonçalo)";"N/I";"Categoria 4";"Comercial";35588,00;3,00;106764,00
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Decrescente";"4 (São Gonçalo)";"N/I";"Categoria 6";"Comercial";22842,00;4,00;91368,00
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Decrescente";"4 (São Gonçalo)";"N/I";"Categoria 7";"Comercial";18517,00;5,00;92585,00
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Decrescente";"4 (São Gonçalo)";"N/I";"Categoria 8";"Comercial";33685,00;6,00;202110,00
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Decrescente";"4 (São Gonçalo)";"N/I";"Outros";"Comercial";8457,00;6,00;50742,00
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Decrescente";"4 (São Gonçalo)";"N/I";"Categoria 9";"Moto";2738,00;0,50;1369,00
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Decrescente";"4 (São Gonçalo)";"N/I";"Categoria 1";"Passeio";167383,00;1,00;167383,00
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Decrescente";"4 (São Gonçalo)";"N/I";"Categoria 3";"Passeio";1094,00;1,50;1641,00
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Decrescente";"4 (São Gonçalo)";"N/I";"Categoria 5";"Passeio";176,00;2,00;352,00
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Crescente";"5 (Carmo da Cachoeira)";"N/I";"Categoria 2";"Comercial";23556,00;2,00;47112,00
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Crescente";"5 (Carmo da Cachoeira)";"N/I";"Categoria 4";"Comercial";31354,00;3,00;94062,00
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Crescente";"5 (Carmo da Cachoeira)";"N/I";"Categoria 6";"Comercial";21134,00;4,00;84536,00
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Crescente";"5 (Carmo da Cachoeira)";"N/I";"Categoria 7";"Comercial";14177,00;5,00;70885,00
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Crescente";"5 (Carmo da Cachoeira)";"N/I";"Categoria 8";"Comercial";41129,00;6,00;246774,00
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Crescente";"5 (Carmo da Cachoeira)";"N/I";"Outros";"Comercial";11758,00;6,00;70548,00
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Crescente";"5 (Carmo da Cachoeira)";"N/I";"Categoria 9";"Moto";2900,00;0,50;1450,00
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Crescente";"5 (Carmo da Cachoeira)";"N/I";"Categoria 1";"Passeio";203998,00;1,00;203998,00
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Crescente";"5 (Carmo da Cachoeira)";"N/I";"Categoria 3";"Passeio";1001,00;1,50;1501,50
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Crescente";"5 (Carmo da Cachoeira)";"N/I";"Categoria 5";"Passeio";159,00;2,00;318,00
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Decrescente";"5 (Carmo da Cachoeira)";"N/I";"Categoria 2";"Comercial";22002,00;2,00;44004,00
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Decrescente";"5 (Carmo da Cachoeira)";"N/I";"Categoria 4";"Comercial";35144,00;3,00;105432,00
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Decrescente";"5 (Carmo da Cachoeira)";"N/I";"Categoria 6";"Comercial";24349,00;4,00;97396,00
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Decrescente";"5 (Carmo da Cachoeira)";"N/I";"Categoria 7";"Comercial";16993,00;5,00;84965,00
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Decrescente";"5 (Carmo da Cachoeira)";"N/I";"Categoria 8";"Comercial";31229,00;6,00;187374,00
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Decrescente";"5 (Carmo da Cachoeira)";"N/I";"Outros";"Comercial";7550,00;6,00;45300,00
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Decrescente";"5 (Carmo da Cachoeira)";"N/I";"Categoria 9";"Moto";2644,00;0,50;1322,00
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Decrescente";"5 (Carmo da Cachoeira)";"N/I";"Categoria 1";"Passeio";158119,00;1,00;158119,00
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Decrescente";"5 (Carmo da Cachoeira)";"N/I";"Categoria 3";"Passeio";936,00;1,50;1404,00
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Decrescente";"5 (Carmo da Cachoeira)";"N/I";"Categoria 5";"Passeio";152,00;2,00;304,00
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Crescente";"6 (Santo Antônio do Amparo)";"N/I";"Categoria 2";"Comercial";23125,00;2,00;46250,00
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Crescente";"6 (Santo Antônio do Amparo)";"N/I";"Categoria 4";"Comercial";28092,00;3,00;84276,00
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Crescente";"6 (Santo Antônio do Amparo)";"N/I";"Categoria 6";"Comercial";19182,00;4,00;76728,00
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Crescente";"6 (Santo Antônio do Amparo)";"N/I";"Categoria 7";"Comercial";12414,00;5,00;62070,00
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Crescente";"6 (Santo Antônio do Amparo)";"N/I";"Categoria 8";"Comercial";25287,00;6,00;151722,00
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Crescente";"6 (Santo Antônio do Amparo)";"N/I";"Outros";"Comercial";6660,00;6,00;39960,00
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Crescente";"6 (Santo Antônio do Amparo)";"N/I";"Categoria 9";"Moto";2850,00;0,50;1425,00
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Crescente";"6 (Santo Antônio do Amparo)";"N/I";"Categoria 1";"Passeio";176773,00;1,00;176773,00
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Crescente";"6 (Santo Antônio do Amparo)";"N/I";"Categoria 3";"Passeio";864,00;1,50;1296,00
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Crescente";"6 (Santo Antônio do Amparo)";"N/I";"Categoria 5";"Passeio";155,00;2,00;310,00
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Decrescente";"6 (Santo Antônio do Amparo)";"N/I";"Categoria 2";"Comercial";19513,00;2,00;39026,00
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Decrescente";"6 (Santo Antônio do Amparo)";"N/I";"Categoria 4";"Comercial";30620,00;3,00;91860,00
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Decrescente";"6 (Santo Antônio do Amparo)";"N/I";"Categoria 6";"Comercial";18220,00;4,00;72880,00
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Decrescente";"6 (Santo Antônio do Amparo)";"N/I";"Categoria 7";"Comercial";15101,00;5,00;75505,00
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Decrescente";"6 (Santo Antônio do Amparo)";"N/I";"Categoria 8";"Comercial";27427,00;6,00;164562,00
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Decrescente";"6 (Santo Antônio do Amparo)";"N/I";"Outros";"Comercial";6313,00;6,00;37878,00
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Decrescente";"6 (Santo Antônio do Amparo)";"N/I";"Categoria 9";"Moto";2572,00;0,50;1286,00
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Decrescente";"6 (Santo Antônio do Amparo)";"N/I";"Categoria 1";"Passeio";136465,00;1,00;136465,00
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Decrescente";"6 (Santo Antônio do Amparo)";"N/I";"Categoria 3";"Passeio";770,00;1,50;1155,00
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Decrescente";"6 (Santo Antônio do Amparo)";"N/I";"Categoria 5";"Passeio";138,00;2,00;276,00
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Crescente";"7 (Carmópolis de Minas)";"N/I";"Categoria 2";"Comercial";21304,00;2,00;42608,00
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Crescente";"7 (Carmópolis de Minas)";"N/I";"Categoria 4";"Comercial";27102,00;3,00;81306,00
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Crescente";"7 (Carmópolis de Minas)";"N/I";"Categoria 6";"Comercial";19123,00;4,00;76492,00
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Crescente";"7 (Carmópolis de Minas)";"N/I";"Categoria 7";"Comercial";12226,00;5,00;61130,00
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Crescente";"7 (Carmópolis de Minas)";"N/I";"Categoria 8";"Comercial";26031,00;6,00;156186,00
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Crescente";"7 (Carmópolis de Minas)";"N/I";"Outros";"Comercial";6746,00;6,00;40476,00
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Crescente";"7 (Carmópolis de Minas)";"N/I";"Categoria 9";"Moto";4508,00;0,50;2254,00
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Crescente";"7 (Carmópolis de Minas)";"N/I";"Categoria 1";"Passeio";176885,00;1,00;176885,00
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Crescente";"7 (Carmópolis de Minas)";"N/I";"Categoria 3";"Passeio";805,00;1,50;1207,50
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Crescente";"7 (Carmópolis de Minas)";"N/I";"Categoria 5";"Passeio";144,00;2,00;288,00
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Decrescente";"7 (Carmópolis de Minas)";"N/I";"Categoria 2";"Comercial";19585,00;2,00;39170,00
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Decrescente";"7 (Carmópolis de Minas)";"N/I";"Categoria 4";"Comercial";29437,00;3,00;88311,00
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Decrescente";"7 (Carmópolis de Minas)";"N/I";"Categoria 6";"Comercial";17666,00;4,00;70664,00
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Decrescente";"7 (Carmópolis de Minas)";"N/I";"Categoria 7";"Comercial";14833,00;5,00;74165,00
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Decrescente";"7 (Carmópolis de Minas)";"N/I";"Categoria 8";"Comercial";26859,00;6,00;161154,00
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Decrescente";"7 (Carmópolis de Minas)";"N/I";"Outros";"Comercial";6039,00;6,00;36234,00
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Decrescente";"7 (Carmópolis de Minas)";"N/I";"Categoria 9";"Moto";4233,00;0,50;2116,50
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Decrescente";"7 (Carmópolis de Minas)";"N/I";"Categoria 1";"Passeio";139379,00;1,00;139379,00
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Decrescente";"7 (Carmópolis de Minas)";"N/I";"Categoria 3";"Passeio";807,00;1,50;1210,50
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Decrescente";"7 (Carmópolis de Minas)";"N/I";"Categoria 5";"Passeio";143,00;2,00;286,00
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Crescente";"8 (Itatiaiuçu)";"N/I";"Categoria 2";"Comercial";23990,00;2,00;47980,00
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Crescente";"8 (Itatiaiuçu)";"N/I";"Categoria 4";"Comercial";27601,00;3,00;82803,00
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Crescente";"8 (Itatiaiuçu)";"N/I";"Categoria 6";"Comercial";19905,00;4,00;79620,00
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Crescente";"8 (Itatiaiuçu)";"N/I";"Categoria 7";"Comercial";12115,00;5,00;60575,00
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Crescente";"8 (Itatiaiuçu)";"N/I";"Categoria 8";"Comercial";25478,00;6,00;152868,00
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Crescente";"8 (Itatiaiuçu)";"N/I";"Outros";"Comercial";6750,00;6,00;40500,00
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Crescente";"8 (Itatiaiuçu)";"N/I";"Categoria 9";"Moto";4421,00;0,50;2210,50
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Crescente";"8 (Itatiaiuçu)";"N/I";"Categoria 1";"Passeio";202091,00;1,00;202091,00
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Crescente";"8 (Itatiaiuçu)";"N/I";"Categoria 3";"Passeio";1075,00;1,50;1612,50
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Crescente";"8 (Itatiaiuçu)";"N/I";"Categoria 5";"Passeio";174,00;2,00;348,00
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Decrescente";"8 (Itatiaiuçu)";"N/I";"Categoria 2";"Comercial";22361,00;2,00;44722,00
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Decrescente";"8 (Itatiaiuçu)";"N/I";"Categoria 4";"Comercial";29916,00;3,00;89748,00
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Decrescente";"8 (Itatiaiuçu)";"N/I";"Categoria 6";"Comercial";17919,00;4,00;71676,00
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Decrescente";"8 (Itatiaiuçu)";"N/I";"Categoria 7";"Comercial";14906,00;5,00;74530,00
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Decrescente";"8 (Itatiaiuçu)";"N/I";"Categoria 8";"Comercial";26424,00;6,00;158544,00
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Decrescente";"8 (Itatiaiuçu)";"N/I";"Outros";"Comercial";5841,00;6,00;35046,00
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Decrescente";"8 (Itatiaiuçu)";"N/I";"Categoria 9";"Moto";4209,00;0,50;2104,50
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Decrescente";"8 (Itatiaiuçu)";"N/I";"Categoria 1";"Passeio";169181,00;1,00;169181,00
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Decrescente";"8 (Itatiaiuçu)";"N/I";"Categoria 3";"Passeio";1013,00;1,50;1519,50
"AUTOPISTA FERNÃO DIAS";"01/01/2019";"Decrescente";"8 (Itatiaiuçu)";"N/I";"Categoria 5";"Passeio";167,00;2,00;334,00
"AUTOPISTA FERNÃO DIAS";"01/02/2019";"Decrescente";"1 Norte (Mairiporã)";"N/I";"Categoria 2";"Comercial";61315,00;2,00;122630,00
"AUTOPISTA FERNÃO DIAS";"01/02/2019";"Decrescente";"1 Norte (Mairiporã)";"N/I";"Categoria 4";"Comercial";37206,00;3,00;111618,00
"AUTOPISTA FERNÃO DIAS";"01/02/2019";"Decrescente";"1 Norte (Mairiporã)";"N/I";"Categoria 6";"Comercial";22026,00;4,00;88104,00
"AUTOPISTA FERNÃO DIAS";"01/02/2019";"Decrescente";"1 Norte (Mairiporã)";"N/I";"Categoria 7";"Comercial";14717,00;5,00;73585,00
"AUTOPISTA FERNÃO DIAS";"01/02/2019";"Decrescente";"1 Norte (Mairiporã)";"N/I";"Categoria 8";"Comercial";20747,00;6,00;124482,00
"AUTOPISTA FERNÃO DIAS";"01/02/2019";"Decrescente";"1 Norte (Mairiporã)";"N/I";"Outros";"Comercial";9264,00;6,00;55584,00
"AUTOPISTA FERNÃO DIAS";"01/02/2019";"Decrescente";"1 Norte (Mairiporã)";"N/I";"Categoria 9";"Moto";21986,00;0,50;10993,00
"AUTOPISTA FERNÃO DIAS";"01/02/2019";"Decrescente";"1 Norte (Mairiporã)";"N/I";"Categoria 1";"Passeio";679784,00;1,00;679784,00
"AUTOPISTA FERNÃO DIAS";"01/02/2019";"Decrescente";"1 Norte (Mairiporã)";"N/I";"Categoria 3";"Passeio";1621,00;1,50;2431,50
"AUTOPISTA FERNÃO DIAS";"01/02/2019";"Decrescente";"1 Norte (Mairiporã)";"N/I";"Categoria 5";"Passeio";194,00;2,00;388,00
